FID,OBJECTID,SHAPE,TEXT13ID,LAENGE,SE_ANNO_CAD_DATA
OEFFGRUENLINGOGD.2069,2069,"LINESTRING (16.233412724130147 48.24741806455193, 16.23326654279529 48.24792049453873)",WienerwaldNW,56.91341409,
OEFFGRUENLINGOGD.2070,2070,"LINESTRING (16.235276963720047 48.24733997417967, 16.235184390755382 48.247454782785596, 16.23508120798925 48.24757602826529, 16.235056827123337 48.247656897244205, 16.235008247054015 48.24772561144175, 16.23498385668511 48.247810525498686, 16.23498368136849 48.24789950503969, 16.23496525169035 48.24803295837986, 16.234920249830218 48.24815917496873)",WienerwaldNW,96.46853204,
OEFFGRUENLINGOGD.2071,2071,"LINESTRING (16.237240978566224 48.24771969712207, 16.237115560638998 48.24773957738318, 16.236921822215223 48.247719188606254, 16.236873400981835 48.24770701333993, 16.236770972343425 48.24765886753161, 16.236601120388258 48.24759353055191, 16.23649222965949 48.24753681296116, 16.23634101399973 48.24744770223669, 16.236268410958104 48.247415283820025, 16.236147379390356 48.24737473308371, 16.236015077565536 48.247350343839294, 16.2359108371295 48.24729649045153, 16.235834662497137 48.24725713585526, 16.23564499227416 48.247261048773474, 16.235542040805978 48.247265003036794, 16.235463279056823 48.24728515698931, 16.23537839077472 48.247341706066585, 16.235142058404755 48.24742643441166, 16.234899955968864 48.24736555322868, 16.234663806564438 48.24735725594514, 16.23410668251451 48.24736485267906, 16.233713106266638 48.24734832535674, 16.233412724130147 48.24741806455193)",WienerwaldNW,308.65829003,
OEFFGRUENLINGOGD.2072,2072,"LINESTRING (16.23345790840203 48.24726276135917, 16.233412724130147 48.24741806455193)",WienerwaldNW,17.5921615,
OEFFGRUENLINGOGD.2073,2073,"LINESTRING (16.229856774744576 48.23937381729314, 16.229872052937957 48.239305074425175, 16.229847944071025 48.2392524729242, 16.22979960788481 48.23920389414297, 16.229781486195755 48.239183654543695, 16.230199259237967 48.23917999568416, 16.230387033589857 48.23913972268653, 16.23062924008623 48.23912781147396, 16.230817031845543 48.23907944936816, 16.23090180371941 48.23907548181038, 16.23097445783023 48.23907554822727, 16.23106525064314 48.23908776469294, 16.23111361273202 48.23912421033412, 16.231253140972107 48.238990867836904, 16.231368284626456 48.238938393484254, 16.231447075041824 48.23889801948227, 16.231556156018375 48.238849584535494, 16.231647014406672 48.238829444216094, 16.231786333651606 48.23879721424582, 16.23197413131585 48.23874480604219, 16.232174076223206 48.238672184752524, 16.232313436940075 48.238619732225374, 16.232398265130673 48.23858745233836, 16.232240953960194 48.23853473117996, 16.232198655148856 48.23849424727445, 16.232041321219246 48.23845366025381, 16.231950568975734 48.238421221739074, 16.231756917124134 48.23837655633192, 16.231537209424616 48.23837549170049, 16.231437063985524 48.238311859657934)",WienerwaldNW,320.94371461,
OEFFGRUENLINGOGD.2074,2074,"LINESTRING (16.217951413741947 48.23069748503945, 16.21863650238763 48.23156776340267, 16.2187090639641 48.23160423812256, 16.218769516589727 48.231640700445716, 16.21881789988335 48.23166097266724, 16.218854166262833 48.23168527673473, 16.218853219993104 48.23174127427067, 16.21889635063959 48.231759982593125, 16.21887204225554 48.231810675548935, 16.218853769131506 48.231859192015285, 16.218811310841808 48.23189554937352, 16.218756744715243 48.231931894365005, 16.21862347992663 48.23196815898362, 16.218498456403694 48.23201344839785)",WienerwaldNW,183.83231705,
OEFFGRUENLINGOGD.2075,2075,"LINESTRING (16.248492531603038 48.14254828391944, 16.248587515477034 48.142664386659156, 16.248912239600827 48.143057465226384, 16.248724897783188 48.1430573230386, 16.248350141049652 48.1431015283506, 16.248047916171384 48.14313769854356, 16.247624902324972 48.143129284416, 16.24712940357095 48.14310059038376, 16.246742600366552 48.143120512765606, 16.24581876932343 48.14267084031192, 16.245794524854922 48.14271126765972, 16.245740058270645 48.14275571553744, 16.24558892821943 48.142783909334504, 16.245449927524533 48.1427878441251, 16.245329049221723 48.142795838231635, 16.245262495326134 48.14284027634088, 16.245286460835224 48.14295758834004, 16.245248631868865 48.14304914693313)",WienerwaldS,385.18966703,
OEFFGRUENLINGOGD.2076,2076,"LINESTRING (16.248267168309972 48.142365346944246, 16.248492531603038 48.14254828391944)",WienerwaldS,26.36409014,
OEFFGRUENLINGOGD.2077,2077,"LINESTRING (16.24570165820075 48.14052546445683, 16.24611857335359 48.140559792350516, 16.246384266338538 48.140673248778555, 16.24669836065934 48.14075438529062, 16.24686751487691 48.140782829329765, 16.247030654754614 48.14079508954298, 16.24716958013023 48.14083159827994, 16.247314549552282 48.140868112414594, 16.24742929001479 48.140912690721976, 16.247551774560005 48.140968061422676)",WienerwaldS,148.48072732,
OEFFGRUENLINGOGD.2078,2078,"LINESTRING (16.24753258398624 48.14036009970532, 16.247299047046475 48.14066495833662, 16.247551774560005 48.140968061422676)",WienerwaldS,76.69087012,
OEFFGRUENLINGOGD.2079,2079,"LINESTRING (16.247551774560005 48.140968061422676, 16.247766403778662 48.141104844364435, 16.24791665970187 48.14119124484564, 16.24804557489687 48.14152415267585, 16.24807928773238 48.14168798484163, 16.248130046417494 48.14182225382466, 16.24824527153915 48.14202710006972, 16.24834357596237 48.14218870706997, 16.24839781289243 48.142277476167365, 16.248489411933967 48.14238447521103, 16.248496039546495 48.14248458447973, 16.248492531603038 48.14254828391944)",WienerwaldS,195.17560451,
OEFFGRUENLINGOGD.2080,2080,"LINESTRING (16.231023737888894 48.14912288314972, 16.230748654940253 48.149163077798406, 16.229851558877762 48.14875798414248)",WienerwaldS,101.48118534,
OEFFGRUENLINGOGD.2081,2081,"LINESTRING (16.429761075422206 48.19914970850994, 16.429670395475576 48.19930180240975, 16.4294162427776 48.19926965248606, 16.429162156358625 48.19927390279105, 16.42899881720062 48.199278080101934, 16.428895969809698 48.199278163206365, 16.42880516409863 48.1992458798984, 16.428635797492763 48.199262194271775, 16.42850280975032 48.1993229693668, 16.428321437111297 48.19939187342619, 16.42825198003183 48.19943383922345, 16.428085731319474 48.19952553301684, 16.427988990725087 48.19955796612575, 16.427862029184613 48.19960660294222, 16.427843944636354 48.19964301822491, 16.427825939527267 48.19972392365814, 16.42778971972381 48.19976844278266, 16.427632436862975 48.19977665755685, 16.42743284705285 48.19980917297895, 16.427239378206423 48.199882128277835, 16.42707613861117 48.19994292660591, 16.426993321985766 48.19999644587504)",Prater,250.83977962,
OEFFGRUENLINGOGD.2082,2082,"LINESTRING (16.43028844968737 48.19923146081786, 16.430238889637305 48.199196178870615, 16.42987587013229 48.199180297855165, 16.429761075422206 48.19914970850994)",Prater,41.61244483,
OEFFGRUENLINGOGD.2083,2083,"LINESTRING (16.428414250305174 48.19885791623857, 16.42843532314589 48.19880127546716, 16.429040434883298 48.19887358931082, 16.42945801892024 48.19895414276011, 16.429657751483962 48.199002514769695, 16.429815149735226 48.199059010343525, 16.429761075422206 48.19914970850994)",Prater,124.42495096,
OEFFGRUENLINGOGD.2084,2084,"LINESTRING (16.387335262439183 48.20581623943437, 16.3868259032492 48.20537351626023)",Josef-Pfeiff*,62.10367478,
OEFFGRUENLINGOGD.2085,2085,"LINESTRING (16.387365090469384 48.20622137521146, 16.386924840595952 48.20635507192843)",Josef-Pfeiff*,35.94163761,
OEFFGRUENLINGOGD.2086,2086,"LINESTRING (16.387515342293188 48.20641798170882, 16.3870748203874 48.20657574306787)",Josef-Pfeiff*,37.14617467,
OEFFGRUENLINGOGD.2087,2087,"LINESTRING (16.415052511733183 48.320412976872724, 16.415251024876504 48.32037713363436, 16.416051835153784 48.32041896522111, 16.41673829523405 48.32048630191934, 16.417141168699516 48.32044350956559, 16.4172426249566 48.32041693831272)",Herrnholz,164.62032091,
OEFFGRUENLINGOGD.2088,2088,"LINESTRING (16.412853110557556 48.3197133811153, 16.4131022024282 48.31985301613254)",Herrnholz,24.13220759,
OEFFGRUENLINGOGD.2089,2089,"LINESTRING (16.41272252586799 48.32093833305183, 16.41272241152905 48.32086203920753, 16.41268421675237 48.320819679750215, 16.412658655835564 48.32072644925071, 16.41264580628345 48.320633210279496, 16.41263296946727 48.3205484480999, 16.41268363265601 48.32042973551421, 16.41288662680203 48.32018376559083, 16.4131022024282 48.31985301613254)",Herrnholz,129.45284753,
OEFFGRUENLINGOGD.2090,2090,"LINESTRING (16.41300608394475 48.317083057012454, 16.4131022024282 48.31985301613254)",Herrnholz,308.09528197,
OEFFGRUENLINGOGD.2091,2091,"LINESTRING (16.4131022024282 48.31985301613254, 16.41448835844447 48.32034374816792, 16.414793494274633 48.32040287909074, 16.415048250674477 48.3204137460032, 16.415052511733183 48.320412976872724)",Herrnholz,159.21198566,
OEFFGRUENLINGOGD.2092,2092,"LINESTRING (16.420215269439662 48.32030902936603, 16.42010594469311 48.320136330364036, 16.420080342752694 48.32002614792313, 16.420029321436505 48.31991598313779, 16.41999105177974 48.31983124033423, 16.42016772498553 48.31905969953885, 16.420383584139866 48.318932384888306, 16.423614196642024 48.31784598090044)",Herrnholz,432.39801531,
OEFFGRUENLINGOGD.2093,2093,"LINESTRING (16.420731934124692 48.32238928954743, 16.420433007582933 48.32225387683711, 16.417649215678743 48.32216263707632, 16.41744584411422 48.322162781178235, 16.417153499088656 48.32216298769363, 16.417039062069776 48.32213763792845, 16.41678482266326 48.32212086216781, 16.416657675634436 48.322095520044606, 16.41649234322922 48.32203629639083, 16.41272252586799 48.32093833305183)",Herrnholz,626.97568644,
OEFFGRUENLINGOGD.2094,2094,"LINESTRING (16.41274426188454 48.321675779642455, 16.412710576662327 48.321446964429626, 16.412710424231516 48.321345239312684, 16.412710170184305 48.32117569894595, 16.41272252586799 48.32093833305183)",Herrnholz,82.14058819,
OEFFGRUENLINGOGD.2095,2095,"LINESTRING (16.484673389063314 48.19887758855725, 16.484628218626654 48.19891660186436, 16.481933101506996 48.19954915245401, 16.481067618963074 48.19979102668442)",Mühlwasser,287.55767925,
OEFFGRUENLINGOGD.2096,2096,"LINESTRING (16.35535663170652 48.217133521550984, 16.3549068085037 48.21709231128903, 16.354872045481528 48.21705103117172, 16.354806400250638 48.21703039989163, 16.35477937572949 48.21703556457395, 16.354729190742006 48.217058795783004, 16.354438427929605 48.21706996809379)",Ehem. Allgem*,72.66640609,
OEFFGRUENLINGOGD.2097,2097,"LINESTRING (16.354438427929605 48.21706996809379, 16.354095993400747 48.217079539813156, 16.35404965884016 48.21707438589968, 16.353987872374322 48.21704343209486, 16.353926094964688 48.21703828053976, 16.353844263542808 48.21706167905455)",Ehem. Allgem*,45.93910613,
OEFFGRUENLINGOGD.2098,2098,"LINESTRING (16.330533705100642 48.21797246677596, 16.330480762345 48.21800185567427, 16.33010367774187 48.21799876921934)",Park Ortlieb*,33.13811508,
OEFFGRUENLINGOGD.2099,2099,"LINESTRING (16.39421853388405 48.171880174489864, 16.39513791013568 48.172246558517095, 16.395174682227726 48.17228174902029)",Park Quellen*,84.37121639,
OEFFGRUENLINGOGD.2100,2100,"LINESTRING (16.3304300346469 48.21753856236833, 16.33041874083919 48.21726410308246)",Park Ortlieb*,30.53019928,
OEFFGRUENLINGOGD.2101,2101,"LINESTRING (16.42853489415656 48.12143104165413, 16.42830214662313 48.12145934270289, 16.428145562559305 48.1215578326513, 16.428012226725613 48.121705880327866, 16.42796624511446 48.12185385802007, 16.42799732682191 48.12199489328194, 16.428069462962196 48.12210493169297, 16.428061491826863 48.12229410791889)",Johannesberg,119.8946062,
OEFFGRUENLINGOGD.2102,2102,"LINESTRING (16.427978819125123 48.122399195282185, 16.42791590325753 48.12243878198835, 16.427808036607612 48.12246295134544, 16.427659073593393 48.122494035047026, 16.427525422425948 48.12246661746199, 16.427350608072775 48.122408268451494, 16.42712949328077 48.12231899099858, 16.426877571957057 48.12224349903538, 16.426738784158346 48.12221608459359, 16.426671995469416 48.12222301895615, 16.426584641195113 48.12222308779807, 16.42641996523006 48.122312229609186)",Johannesberg,129.3072341,
OEFFGRUENLINGOGD.2103,2103,"LINESTRING (16.43126403602852 48.28987825397247, 16.431204800408814 48.28990582622836, 16.42947353800705 48.29041298236612, 16.42932609611941 48.29046101431213)",In den Winke*,157.83830615,
OEFFGRUENLINGOGD.2104,2104,"LINESTRING (16.2814507391788 48.21394040891534, 16.28106711091609 48.21405720113178, 16.281025929136224 48.2140571814296, 16.28097444855873 48.214060596666464, 16.280922967973442 48.21406401277958, 16.280727281378013 48.214132727312794, 16.278461683935383 48.21467176334923, 16.27841169182863 48.21468146620665, 16.278366791489834 48.214687567135535, 16.278327392730684 48.21469060863563, 16.278282503394696 48.21468691238037, 16.27825410926094 48.214680163126786, 16.278228470447395 48.21466667847007, 16.278203765247163 48.21463788700672, 16.27817448032772 48.21460848079783, 16.278163517799793 48.21458092111221, 16.27811414761382 48.21448904722246, 16.278093108015405 48.214459032712085, 16.278068409867245 48.214425342643516, 16.278029959505975 48.21439899304841, 16.277980523263125 48.214365902908476, 16.277833942194714 48.21435725649104, 16.27761857434178 48.21441470530951, 16.277533641690404 48.21443926292346)",Steinhof,329.3142758,
OEFFGRUENLINGOGD.2105,2105,"LINESTRING (16.245848513901766 48.138769385255664, 16.245822006836544 48.13801801119087)",WienerwaldS,83.57165984,
OEFFGRUENLINGOGD.2106,2106,"LINESTRING (16.474756348529972 48.170700947232795, 16.474648598513777 48.170554289557806, 16.476431376212332 48.17004352351261)",Alberner Haf*,162.42474008,
OEFFGRUENLINGOGD.2107,2107,"LINESTRING (16.491847181143527 48.28862886128409, 16.491589989599184 48.28875631364046, 16.49153533440064 48.28890152913776, 16.491672553324896 48.28920710824996, 16.491409378521453 48.289421827876346)",Elfingerweg,106.74011322,
OEFFGRUENLINGOGD.2108,2108,"LINESTRING (16.426525333118267 48.20268664550344, 16.427579606840503 48.20347425801036)",Prater,117.52214078,
OEFFGRUENLINGOGD.2109,2109,"LINESTRING (16.493557653419224 48.21757795380707, 16.49339702523533 48.21758431248155, 16.49329442903745 48.217591800259896, 16.493202846990243 48.21760580462851, 16.493079490354738 48.21761577032802, 16.49303551837482 48.217618280114216, 16.493017192922228 48.2176183051344, 16.4930074192578 48.21761831847742, 16.493000076869315 48.217614246502905, 16.492979289049963 48.21760774314231, 16.49296216053 48.217599602524366, 16.492936461621365 48.21758494186273, 16.492910689054 48.21754660408947, 16.492859274282694 48.217446039801025)",Groß-Enzersd*,64.18766926,
OEFFGRUENLINGOGD.2110,2110,"LINESTRING (16.391584666191953 48.22899387291475, 16.391889974081725 48.22826647097318)",Stadt Erweit*,84.00448588,
OEFFGRUENLINGOGD.2111,2111,"LINESTRING (16.392710690933182 48.22972456957466, 16.39282374231036 48.229635181315835, 16.392738014427493 48.22958533414898)",Stadt Erweit*,21.45629124,
OEFFGRUENLINGOGD.2112,2112,"LINESTRING (16.39130921055533 48.229878676491126, 16.391130164174804 48.22941011349746, 16.39087800861943 48.22914809195364)",Stadt Erweit*,88.41232381,
OEFFGRUENLINGOGD.2113,2113,"LINESTRING (16.391447764172554 48.22616827781024, 16.391169978371313 48.2267901742286, 16.39084753656746 48.22748987562616, 16.39092377719556 48.22787613538707)",Stadt Erweit*,196.89756619,
OEFFGRUENLINGOGD.2114,2114,"LINESTRING (16.38935337708681 48.22359708721849, 16.389528368159535 48.22369738033975, 16.3903163175029 48.22379401579301, 16.39097203714056 48.223878966724364)",Stadt Erweit*,126.28361872,
OEFFGRUENLINGOGD.2115,2115,"LINESTRING (16.38888268008729 48.2257208959935, 16.39006597394467 48.22586738237903)",Stadt Erweit*,89.41471787,
OEFFGRUENLINGOGD.2116,2116,"LINESTRING (16.39092377719556 48.22787613538707, 16.390860419077733 48.22801849653679)",Stadt Erweit*,16.51503719,
OEFFGRUENLINGOGD.2117,2117,"LINESTRING (16.391790153078677 48.22910279827319, 16.39170594050889 48.2293538485169, 16.391792134270652 48.229771994244224, 16.391809558114073 48.229823887025184, 16.391828967044038 48.229873020643005, 16.39184861847134 48.229901270262204, 16.391871931841337 48.229938903344355, 16.391885438302243 48.22996917669938, 16.391890368038766 48.229996999090204, 16.391884264179154 48.2300158247029, 16.391869582679863 48.23003138097567, 16.391854901171655 48.230046937246534, 16.391832871332632 48.23006331545679, 16.391801035416556 48.230073151409826, 16.39177777001745 48.23007970969639, 16.39174714918128 48.23008054290944, 16.391726328183896 48.23008218974542, 16.39137788633831 48.230058395712575)",Stadt Erweit*,144.74693988,
OEFFGRUENLINGOGD.2118,2118,"LINESTRING (16.391584666191953 48.22899387291475, 16.391790153078677 48.22910279827319)",Stadt Erweit*,19.48776709,
OEFFGRUENLINGOGD.2119,2119,"LINESTRING (16.392044757697377 48.23216829551808, 16.39128455756226 48.23178652401381, 16.39123662488378 48.231761814095286, 16.391197405906 48.23174146434873, 16.39117343278812 48.23172401746088, 16.391149453222976 48.23169929601975, 16.391129823474454 48.23167020811885, 16.391123250496236 48.23163238431975, 16.391121031998175 48.23159455843449, 16.391131887404313 48.23156400083804, 16.391157979195633 48.231527615578266, 16.39121237028158 48.231482488896, 16.391342908093428 48.23137330971987, 16.391360312913324 48.23135875224531, 16.391366832495603 48.23134565509567, 16.391373353865422 48.23133546812519, 16.39138422161473 48.23131654942075, 16.391386377550695 48.231296179818024, 16.391338296616773 48.231134711312706, 16.39132199924917 48.23110389335754, 16.39129502781134 48.231081811070666, 16.391260703520253 48.23105645790552, 16.391212314562765 48.23103488500058)",Stadt Erweit*,169.29447911,
OEFFGRUENLINGOGD.2120,2120,"LINESTRING (16.389724268868186 48.230954474728264, 16.38985206284119 48.230826263631734, 16.39024361608013 48.230439809006555, 16.390281142548076 48.230404873638996, 16.390346407682564 48.23034701153559, 16.390377396986306 48.23030880571894, 16.39039695338534 48.23026951532929, 16.39040998217062 48.230234591495154, 16.390416476235494 48.23019857988114, 16.390421314461612 48.23014074628914, 16.390418002615085 48.230098192302954, 16.390414675940416 48.23004036257066, 16.390386826335746 48.22995962990053, 16.390242829205082 48.2296945458198, 16.39014708464239 48.22966946676143)",Stadt Erweit*,165.15543618,
OEFFGRUENLINGOGD.2121,2121,"LINESTRING (16.39087800861943 48.22914809195364, 16.390683958331337 48.22922446597187, 16.390651119340916 48.22923625629484, 16.390632793703926 48.22924511245114, 16.3906159961196 48.229254308719504, 16.39060225609273 48.22926554497853, 16.390590559571287 48.22928086315405, 16.390582428407605 48.229298561921304, 16.390575834235914 48.22932374675161, 16.390555558073597 48.229413593378034, 16.39054216896264 48.22945494480443, 16.39053149293167 48.229473070149304, 16.390521571947335 48.22948353927206, 16.390507454441835 48.22949809326889, 16.390491806253547 48.22951111645635, 16.39046661064965 48.2295251657817, 16.390414303218716 48.22954866982527, 16.390254327378813 48.22961867513951, 16.39014708464239 48.22966946676143)",Stadt Erweit*,84.45552052,
OEFFGRUENLINGOGD.2122,2122,"LINESTRING (16.39067744489489 48.2285236224957, 16.390697799237053 48.228533024150074, 16.39075895347635 48.22856847032881, 16.391526485542744 48.22896220825976)",Stadt Erweit*,79.74644343,
OEFFGRUENLINGOGD.2123,2123,"LINESTRING (16.390080583110336 48.22894855543356, 16.389832916267714 48.22890395043872)",Stadt Erweit*,19.05723875,
OEFFGRUENLINGOGD.2124,2124,"LINESTRING (16.392792156968333 48.230912280726024, 16.392747146703837 48.23095466872057, 16.392733753876488 48.23098776289037, 16.39271784063668 48.23102029802795, 16.39271450777304 48.23104217099063, 16.392708657093333 48.231064606365884, 16.392705322877863 48.23108648022811, 16.392707031718995 48.23111395882892, 16.392725563131172 48.23117171354208, 16.39275080801263 48.231228903769214, 16.392759237237254 48.23126086573242, 16.392760930002538 48.23127376375986, 16.392759271317612 48.23129171039102, 16.392752572025213 48.23130629517393, 16.39273579781571 48.23131864113512, 16.39271902050212 48.231328183034, 16.39270139458581 48.23132987433642, 16.392663626886808 48.231334379616584, 16.39251671843408 48.23132099182272, 16.39247978448997 48.23131988851029, 16.392448726637895 48.231319342576576, 16.392407596238012 48.23131992391597, 16.392369830981607 48.23132667198782, 16.39235053822714 48.23133901912636, 16.392334608761377 48.23135585129335, 16.392332109994417 48.23137379922864, 16.392341365996987 48.23139398339962, 16.392358178472133 48.23141640765815, 16.392394303448924 48.2314444305746, 16.392437145009552 48.231474693974555, 16.392464869956118 48.23149711286512, 16.392480003380665 48.23151897675726, 16.39249009867271 48.23153972167584, 16.39248257733197 48.23156944859682, 16.392470852104488 48.23159412973024, 16.3924432059762 48.2316434949504, 16.392418076410365 48.23169117631319, 16.392388739338433 48.23172932610366, 16.39234596833536 48.23176355695882, 16.392321641550076 48.23177871061732, 16.392277176569483 48.2317989210706, 16.392248650290703 48.231811833877906, 16.39221759950896 48.231818018344505, 16.392184029022154 48.231823081688965, 16.39216220714286 48.23182589640156, 16.392139543604035 48.231825907459466, 16.39211351993943 48.231823116090155, 16.39208581395159 48.231818082645695, 16.39205474601141 48.23180856415448, 16.392039618188168 48.231791747155064, 16.392016933260372 48.23177212977118, 16.392006840435698 48.2317547491445, 16.391991707877434 48.23173232401862, 16.39197740218845 48.2317003648603, 16.391975706550433 48.2316846627625, 16.39197484168342 48.231660548076945, 16.391973144701463 48.23164484597965, 16.39197060986671 48.23162858401716, 16.39197478485285 48.23160839238599, 16.39198735257858 48.23158707612657, 16.392017548637043 48.231567433003676, 16.392038510902427 48.231546672025466, 16.392059478660464 48.231530959789886, 16.3920963914348 48.231511313374014, 16.392119032778847 48.231491112734425, 16.392142518329127 48.23147483808377, 16.39215089388469 48.23145800962966, 16.392156744852915 48.231435574284234, 16.392147480945745 48.23140809846375, 16.392134012238245 48.2313722134087, 16.39206424259571 48.23128083483843, 16.392042389126427 48.23125448748523, 16.39202474315248 48.2312365502638, 16.391914706745478 48.2311670625159, 16.39187438528042 48.231139041484944, 16.391855900697053 48.23112222608915, 16.39184329157622 48.23110540783945, 16.391823962213916 48.231084107069385, 16.39180127585382 48.23106280702446, 16.3917886667655 48.23104598876859, 16.39177941360585 48.23102692509598, 16.391772678755512 48.23100898254618, 16.39176509667974 48.23098431083865, 16.391756674206515 48.23095795692086, 16.391745717012892 48.23091534013352, 16.391755644505427 48.23078186181196, 16.391757312655244 48.23077232737407, 16.391751417158297 48.23075382324351, 16.391742992296315 48.23072522643521, 16.391738766177557 48.23069830931021, 16.391724460455723 48.23066466749781, 16.391704285916 48.23063831926459, 16.391677995275117 48.23059726480358)",Vorgartenstr*,306.64795436,
OEFFGRUENLINGOGD.2125,2125,"LINESTRING (16.40167415745403 48.18412233078265, 16.401789933943665 48.184203874466306)",Seippgasse,12.50329745,
OEFFGRUENLINGOGD.2126,2126,"LINESTRING (16.39830374087543 48.1838538287952, 16.398411922199408 48.183867333730326)",Park Wildgan*,8.18338154,
OEFFGRUENLINGOGD.2127,2127,"LINESTRING (16.40816035385513 48.185766913101126, 16.408001232694886 48.185857336132536)",Urscheinböck*,15.52701768,
OEFFGRUENLINGOGD.2128,2128,"LINESTRING (16.413241047540613 48.17610368731652, 16.41317165634317 48.17617234682387)",Enkplatz,9.21521041,
OEFFGRUENLINGOGD.2129,2129,"LINESTRING (16.413586647377624 48.17579291136682, 16.413667257429555 48.175715795791035)",Enkplatz,10.46278872,
OEFFGRUENLINGOGD.2130,2130,"LINESTRING (16.43871897425437 48.16831030887817, 16.438724555874014 48.16835999964288)",Seeschlacht-*,5.54092697,
OEFFGRUENLINGOGD.2131,2131,"LINESTRING (16.439483316857263 48.167852848856825, 16.43947690570853 48.167812832900985, 16.438562228559192 48.16789466694028, 16.43865336599611 48.168360605498684)",Seeschlacht-*,125.36945534,
OEFFGRUENLINGOGD.2132,2132,"LINESTRING (16.492660882637225 48.16109445912288, 16.49301691282207 48.160992213033126)",Schneidergrd,28.82338185,
OEFFGRUENLINGOGD.2133,2133,"LINESTRING (16.478239810128173 48.170110887814175, 16.478093922648675 48.17017240566458)",Schneidergrd,12.82731486,
OEFFGRUENLINGOGD.2134,2134,"LINESTRING (16.36472101042052 48.153331333069694, 16.364751580115104 48.15332717145318)",Per-Albin-Ha*,2.32112294,
OEFFGRUENLINGOGD.2135,2135,"LINESTRING (16.364822791780234 48.15370655603473, 16.364852381667106 48.15370437135602)",Per-Albin-Ha*,2.21497072,
OEFFGRUENLINGOGD.2136,2136,"LINESTRING (16.364936562848726 48.15413366339769, 16.364965902368656 48.154130376178955)",Per-Albin-Ha*,2.21335304,
OEFFGRUENLINGOGD.2137,2137,"LINESTRING (16.36476767400086 48.15413079099533, 16.36465610064199 48.15420944780174)",Per-Albin-Ha*,12.05860024,
OEFFGRUENLINGOGD.2138,2138,"LINESTRING (16.3739740131233 48.18196274687272, 16.373691770247525 48.18195914611659)",Columbusplatz,20.99231791,
OEFFGRUENLINGOGD.2139,2139,"LINESTRING (16.316597991115078 48.184570968843765, 16.316504839210783 48.18440213601777)",Schönbrunn,20.01046373,
OEFFGRUENLINGOGD.2140,2140,"LINESTRING (16.317735346881797 48.184300186543396, 16.317637405981802 48.184122679908306)",Schönbrunn,21.03860159,
OEFFGRUENLINGOGD.2141,2141,"LINESTRING (16.21735019377354 48.20922945379373, 16.217350104204986 48.20932876176747)",Staubecken,11.0426049,
OEFFGRUENLINGOGD.2142,2142,"LINESTRING (16.21734641213912 48.20899288163982, 16.217350733261597 48.20893079629831)",Staubecken,6.91107858,
OEFFGRUENLINGOGD.2143,2143,"LINESTRING (16.368927565109107 48.28070457638609, 16.36893205971203 48.2806036198713)",Am Hubertusd*,11.2309993,
OEFFGRUENLINGOGD.2144,2144,"LINESTRING (16.368268050497832 48.2804778194968, 16.368254331528497 48.28051359864578)",Rosenzeile,4.10675975,
OEFFGRUENLINGOGD.2145,2145,"LINESTRING (16.383177793404748 48.282427889845316, 16.38315007580806 48.28235989477632)",Marchfeldkan*,7.83569478,
OEFFGRUENLINGOGD.2146,2146,"LINESTRING (16.385963063850692 48.2813533190486, 16.385833467463844 48.2812942098664)",Marchfeldkan*,11.6498071,
OEFFGRUENLINGOGD.2147,2147,"LINESTRING (16.384937642430145 48.283823694598986, 16.385173686223776 48.283878190870254)",Marchfeldkan*,18.5366595,
OEFFGRUENLINGOGD.2148,2148,"LINESTRING (16.399554637581833 48.278085864419104, 16.399708329325772 48.27832478999928)",Winkeläckers*,28.91330917,
OEFFGRUENLINGOGD.2149,2149,"LINESTRING (16.387556096524875 48.261921195420264, 16.38741381066468 48.26186913599597)",Karl-Seitz-P*,12.04643587,
OEFFGRUENLINGOGD.2150,2150,"LINESTRING (16.38786896030324 48.26151956900342, 16.387739536865965 48.261472215663396)",Karl-Seitz-P*,10.95752248,
OEFFGRUENLINGOGD.2151,2151,"LINESTRING (16.400822148173077 48.2552851052682, 16.400679200125644 48.25532665290026)",Feanklin Str*,11.57671086,
OEFFGRUENLINGOGD.2152,2152,"LINESTRING (16.40171831507409 48.25485690114416, 16.40181861812058 48.25481782453857)",Feanklin Str*,8.62307888,
OEFFGRUENLINGOGD.2153,2153,"LINESTRING (16.40668018828309 48.25033693911518, 16.40671022893729 48.25039898481853)",Mühlschüttel*,7.25098523,
OEFFGRUENLINGOGD.2154,2154,"LINESTRING (16.40786282833741 48.25006119635468, 16.407968254452502 48.25002987130739)",Mühlschüttel*,8.56930978,
OEFFGRUENLINGOGD.2155,2155,"LINESTRING (16.40511794321598 48.250202678464, 16.40513190472856 48.250234116290336)",ob.alt.Donau,3.64629217,
OEFFGRUENLINGOGD.2156,2156,"LINESTRING (16.403620574595024 48.25045089846346, 16.403660793450953 48.25053382638015)",ob.alt.Donau,9.69293479,
OEFFGRUENLINGOGD.2157,2157,"LINESTRING (16.40218212974927 48.25072708131677, 16.401397213966828 48.25076752332268, 16.401400170842543 48.2508244696158)",ob.alt.Donau,64.80000285,
OEFFGRUENLINGOGD.2158,2158,"LINESTRING (16.39170058591584 48.22608477753626, 16.392635268115374 48.22622068446368)",Stadt Erweit*,71.07153838,
