FID,OBJECTID,SHAPE,TEXT13ID,LAENGE,SE_ANNO_CAD_DATA
OEFFGRUENLINGOGD.958,958,"LINESTRING (16.264932169727796 48.17710513110006, 16.265008683276506 48.17695298423295)",Wlassakstraße,17.84928341,
OEFFGRUENLINGOGD.959,959,"LINESTRING (16.264606494209 48.17761779936582, 16.264941605850286 48.17769857746699)",Wlassakstraße,26.4912915,
OEFFGRUENLINGOGD.960,960,"LINESTRING (16.264045231564797 48.178113602726775, 16.264009508215114 48.178187529837025)",Wlassakstraße,8.63896063,
OEFFGRUENLINGOGD.961,961,"LINESTRING (16.26638491217559 48.17479024364107, 16.266338106235676 48.174866881654786)",Hörndlwald,9.20534777,
OEFFGRUENLINGOGD.962,962,"LINESTRING (16.273242195691363 48.176457603325275, 16.27333915639271 48.17649857634876)",Park Wolkers*,8.52975668,
OEFFGRUENLINGOGD.963,963,"LINESTRING (16.273494891823844 48.17619990527555, 16.27358522944784 48.176238079393606)",Park Wolkers*,7.94713461,
OEFFGRUENLINGOGD.964,964,"LINESTRING (16.27624058880905 48.17294204005101, 16.27622879110758 48.17299832165867)",Versorgungsh*,6.3194351,
OEFFGRUENLINGOGD.965,965,"LINESTRING (16.27681858566482 48.17299388046104, 16.276806303232636 48.17305247943374)",Versorgungsh*,6.57962368,
OEFFGRUENLINGOGD.966,966,"LINESTRING (16.2761249279221 48.17280388961401, 16.27619854749955 48.172853966320865)",Wolkersberge*,7.809443,
OEFFGRUENLINGOGD.967,967,"LINESTRING (16.27902455749893 48.16920429217963, 16.27896443618538 48.169165832427936)",Wolkersberge*,6.18762945,
OEFFGRUENLINGOGD.968,968,"LINESTRING (16.279294535707756 48.1690381578981, 16.279231062225797 48.16899045337815)",Wolkersberg1*,7.10127566,
OEFFGRUENLINGOGD.969,969,"LINESTRING (16.28106521296681 48.168318867796025, 16.281096553233027 48.16838075088101)",Wolkersberg1*,7.26522591,
OEFFGRUENLINGOGD.970,970,"LINESTRING (16.273294563634202 48.16680909554451, 16.273291737173857 48.16674349728742)",Hermesstraße,7.29720347,
OEFFGRUENLINGOGD.971,971,"LINESTRING (16.28079618007974 48.16783661115056, 16.280819844575 48.167758333661425)",Hermesstraße,8.88024572,
OEFFGRUENLINGOGD.972,972,"LINESTRING (16.272082069154497 48.16463171483264, 16.272069070791645 48.16460389508439)",Lainzer Bach,3.24100371,
OEFFGRUENLINGOGD.973,973,"LINESTRING (16.26610236459405 48.16570604318214, 16.266107692247804 48.16573959212635)",Park Lainzbe*,3.75145387,
OEFFGRUENLINGOGD.974,974,"LINESTRING (16.264156098468106 48.16567532470079, 16.264138676602805 48.165675869585144)",Park Lainzbe*,1.29737275,
OEFFGRUENLINGOGD.975,975,"LINESTRING (16.26423200923767 48.16534255913298, 16.2641298174876 48.16534222813775)",Park Lainzbe*,7.60185802,
OEFFGRUENLINGOGD.976,976,"LINESTRING (16.26610038538975 48.16533656169875, 16.266196736163526 48.16533881734306)",Park Lainzbe*,7.1716622,
OEFFGRUENLINGOGD.977,977,"LINESTRING (16.26273150445549 48.165260106025144, 16.262723726686442 48.1652201935364)",Park Lainzbe*,4.47560745,
OEFFGRUENLINGOGD.978,978,"LINESTRING (16.25754378672818 48.16614791048413, 16.257561676942423 48.16614277047196)",Lainzer Tier*,1.44832539,
OEFFGRUENLINGOGD.979,979,"LINESTRING (16.256876886115926 48.16675180804147, 16.256976631474526 48.166772081821804)",Lainzer Tier*,7.75449937,
OEFFGRUENLINGOGD.980,980,"LINESTRING (16.262566489079816 48.16361378681218, 16.262588401306143 48.16361712382385)",Pfarramt St.*,1.67174592,
OEFFGRUENLINGOGD.981,981,"LINESTRING (16.261373906056512 48.1633913346303, 16.261346731068702 48.16333254879056)",Pfarramt St.*,6.84212558,
OEFFGRUENLINGOGD.982,982,"LINESTRING (16.258846385268345 48.166776400673584, 16.25884578416199 48.16673083959988)",Park Hermess*,5.06634476,
OEFFGRUENLINGOGD.983,983,"LINESTRING (16.270888787022017 48.16672592378082, 16.270890153201787 48.166769184752205)",Park Hermess*,4.81146117,
OEFFGRUENLINGOGD.984,984,"LINESTRING (16.26123219862356 48.16987636025571, 16.261231398254644 48.169866489655654)",Hörndlwald,1.09917178,
OEFFGRUENLINGOGD.985,985,"LINESTRING (16.312503903327485 48.21960538278844, 16.312524149185066 48.21959818611041)",Else-Federn-*,1.70403584,
OEFFGRUENLINGOGD.986,986,"LINESTRING (16.31294878491683 48.22019132697802, 16.312985805717794 48.22017816752753)",Else-Federn-*,3.115901,
OEFFGRUENLINGOGD.987,987,"LINESTRING (16.31332744440008 48.22069292478052, 16.313379567264633 48.220674498197816)",Else-Federn-*,4.38168532,
OEFFGRUENLINGOGD.988,988,"LINESTRING (16.313803873141268 48.221289559247005, 16.313836876325603 48.221278796323105)",Else-Federn-*,2.72879282,
OEFFGRUENLINGOGD.989,989,"LINESTRING (16.29238294781015 48.16242522355025, 16.29244316314404 48.16245997384369)",Am Rosenhügel,5.91581078,
OEFFGRUENLINGOGD.990,990,"LINESTRING (16.291041706548263 48.16184663175569, 16.29100387797264 48.16181218088141)",Am Rosenhügel,4.75332681,
OEFFGRUENLINGOGD.991,991,"LINESTRING (16.29023964717757 48.162255237961126, 16.290255407813742 48.16231773923278)",Am Rosenhügel,7.04800528,
OEFFGRUENLINGOGD.992,992,"LINESTRING (16.280591619257365 48.16666433346912, 16.28059212323522 48.166649512847876)",Park Hochmai*,1.64839974,
OEFFGRUENLINGOGD.993,993,"LINESTRING (16.257221237955967 48.16986429512653, 16.257272081349523 48.169839112942256)",Hörndlwald,4.70558192,
OEFFGRUENLINGOGD.994,994,"LINESTRING (16.266307132769835 48.16990374328191, 16.26637236645344 48.16988264873383)",Hörndlwald,5.38934133,
OEFFGRUENLINGOGD.995,995,"LINESTRING (16.271663204914457 48.167606747350995, 16.271579650754042 48.167602378365295)",Hörndlwald,6.23405298,
OEFFGRUENLINGOGD.996,996,"LINESTRING (16.27187545966666 48.16671498911927, 16.271876254554172 48.16675779110459)",Lainzerbachw*,4.75971828,
OEFFGRUENLINGOGD.997,997,"LINESTRING (16.269075472974393 48.16513026867724, 16.26899881187128 48.16507698846553)",Lainzer Bach,8.22310532,
OEFFGRUENLINGOGD.998,998,"LINESTRING (16.268579087070915 48.16537263052483, 16.268645176026794 48.165439579943055)",Lainzer Bach,8.92121423,
OEFFGRUENLINGOGD.999,999,"LINESTRING (16.272299319688614 48.16461763069904, 16.272185305978777 48.16463591542822)",Anna-Freud-P*,8.72158427,
OEFFGRUENLINGOGD.1000,1000,"LINESTRING (16.40450146588014 48.225323182046, 16.404476459765075 48.22534270037631)",Mexikoplatz,2.85700677,
OEFFGRUENLINGOGD.1001,1001,"LINESTRING (16.40445440721027 48.22477186064382, 16.40449569146685 48.224737277192155)",Mexikoplatz,4.91909937,
OEFFGRUENLINGOGD.1002,1002,"LINESTRING (16.404010998761734 48.22500746536552, 16.403960002279085 48.225047269506575)",Mexikoplatz,5.82641608,
OEFFGRUENLINGOGD.1003,1003,"LINESTRING (16.389451155019007 48.18617422853611, 16.389403437252597 48.18614757052948)",Schweizergar*,4.62343315,
OEFFGRUENLINGOGD.1004,1004,"LINESTRING (16.390051824389193 48.18673836190529, 16.389994190782783 48.18678419588318)",Schweizergar*,6.6587734,
OEFFGRUENLINGOGD.1005,1005,"LINESTRING (16.386032670839082 48.18425499509775, 16.386112312295538 48.18429964503103)",Schweizergar*,7.72795943,
OEFFGRUENLINGOGD.1006,1006,"LINESTRING (16.38550236078828 48.18420162487673, 16.385435953841604 48.184244731821785)",Schweizergar*,6.88182586,
OEFFGRUENLINGOGD.1007,1007,"LINESTRING (16.386193067803998 48.18434747172565, 16.386110433708726 48.184301144118656)",Schweizergar*,8.01833617,
OEFFGRUENLINGOGD.1008,1008,"LINESTRING (16.387282329986537 48.18492927781038, 16.387341147536187 48.18496178273622)",Schweizergar*,5.67382135,
OEFFGRUENLINGOGD.1009,1009,"LINESTRING (16.388276206357936 48.1854986055306, 16.388205347271768 48.18545951182657)",Schweizergar*,6.83070101,
OEFFGRUENLINGOGD.1010,1010,"LINESTRING (16.389307289724222 48.186107845328316, 16.389403437252597 48.18614757052948)",Schweizergar*,8.40381028,
OEFFGRUENLINGOGD.1011,1011,"LINESTRING (16.390649565512497 48.179706964334265, 16.391338257396328 48.180084763288896)",Arsenalstraß*,66.24049275,
OEFFGRUENLINGOGD.1012,1012,"LINESTRING (16.398405642335145 48.181630035085604, 16.398312006265442 48.1816275164735)",Arsenal-Franz,6.96875892,
OEFFGRUENLINGOGD.1013,1013,"LINESTRING (16.39650765101498 48.1755489315639, 16.3964956525862 48.17562840024286)",Graßplatz,8.88144707,
OEFFGRUENLINGOGD.1014,1014,"LINESTRING (16.396725706032452 48.17540420556143, 16.396699790709462 48.17529140817198)",Graßplatz,12.68971009,
OEFFGRUENLINGOGD.1015,1015,"LINESTRING (16.381774305433893 48.17277173459734, 16.38179852964124 48.17283238971114)",Park Kudlich*,6.98103464,
OEFFGRUENLINGOGD.1016,1016,"LINESTRING (16.397110938784376 48.172355655899544, 16.397157341710564 48.17247467017971)",Park Quellen*,13.67640439,
OEFFGRUENLINGOGD.1017,1017,"LINESTRING (16.38419369550931 48.162334776739684, 16.384161221934647 48.16241007732103)",Lehmgasse,8.71454263,
OEFFGRUENLINGOGD.1018,1018,"LINESTRING (16.385213739878736 48.16335840622381, 16.385161366392108 48.163368666523866)",Lehmgasse,4.05968038,
OEFFGRUENLINGOGD.1019,1019,"LINESTRING (16.38203062353143 48.16196702898668, 16.382017528696846 48.16199632433901)",Verteilerkre*,3.40002483,
OEFFGRUENLINGOGD.1020,1020,"LINESTRING (16.381953867135422 48.16176852647406, 16.38206641033044 48.16164472895909)",Verteilerkre*,16.1117525,
OEFFGRUENLINGOGD.1021,1021,"LINESTRING (16.378537134295062 48.16872400678024, 16.37864991103089 48.16873379915138)",Troststraße,8.45897667,
OEFFGRUENLINGOGD.1022,1022,"LINESTRING (16.377856967630137 48.1686458872618, 16.37767834739674 48.16864887578355)",Troststraße,13.29037678,
OEFFGRUENLINGOGD.1023,1023,"LINESTRING (16.378169899969894 48.16855871307918, 16.378184008734024 48.16850367647787)",Troststraße,6.20910593,
OEFFGRUENLINGOGD.1024,1024,"LINESTRING (16.391185663915607 48.21642622498504, 16.391095058602936 48.21644772608898)",Helenengasse,7.14505941,
OEFFGRUENLINGOGD.1025,1025,"LINESTRING (16.391687587538886 48.21644662340601, 16.391682848943354 48.216323145053934)",Helenengasse,13.7347636,
OEFFGRUENLINGOGD.1026,1026,"LINESTRING (16.39143059619449 48.21682234607873, 16.391450288207132 48.21680449415489)",Franzensbrüc*,2.46614984,
OEFFGRUENLINGOGD.1027,1027,"LINESTRING (16.39142200206653 48.21696519043546, 16.391540067226526 48.21709008632665)",Franzensbrüc*,16.42714921,
OEFFGRUENLINGOGD.1028,1028,"LINESTRING (16.3864624079073 48.195545607642345, 16.386634002125874 48.19553100196279)",Park Ungarga*,12.85990087,
OEFFGRUENLINGOGD.1029,1029,"LINESTRING (16.38640315542319 48.19522789405219, 16.386573526007744 48.195213393319044)",Park Ungarga*,12.76826375,
OEFFGRUENLINGOGD.1030,1030,"LINESTRING (16.39196683557939 48.20407065818213, 16.392090108787816 48.2040577460019)",Rasumofskyga*,9.27486149,
OEFFGRUENLINGOGD.1031,1031,"LINESTRING (16.39216752297011 48.204052761091305, 16.392090108787816 48.2040577460019)",Rasumofskyga*,5.78093263,
OEFFGRUENLINGOGD.1032,1032,"LINESTRING (16.39043864538815 48.20560951328203, 16.390401970146495 48.205630681689215)",Esteplatz,3.60163586,
OEFFGRUENLINGOGD.1033,1033,"LINESTRING (16.390526498076532 48.205581671966065, 16.390566815641666 48.20555843785674)",Esteplatz,3.95666879,
OEFFGRUENLINGOGD.1034,1034,"LINESTRING (16.471196313332186 48.15956621138892, 16.471264124413363 48.159602770166806)",Klosterneubu*,6.47888087,
OEFFGRUENLINGOGD.1035,1035,"LINESTRING (16.470823278296905 48.159542241666664, 16.470562799976634 48.1595944126761)",Klosterneubu*,20.22815874,
OEFFGRUENLINGOGD.1036,1036,"LINESTRING (16.45068993253716 48.15802312368892, 16.45110599570406 48.15901266050698)",Kaiser-Ebers*,114.3021847,
OEFFGRUENLINGOGD.1037,1037,"LINESTRING (16.33041874083919 48.21726410308246, 16.330059898094333 48.217273781371624)",Park Ortlieb*,26.68808856,
OEFFGRUENLINGOGD.1038,1038,"LINESTRING (16.453795666859033 48.158331280557434, 16.453385456691827 48.158434015400495, 16.452488707959006 48.15817356433069, 16.452423527209795 48.15814031931257, 16.451577017538057 48.15807711422267, 16.45116326027852 48.15801090726427, 16.450545726846475 48.157818975677095)",Kaiser-Ebers*,257.09309731,
OEFFGRUENLINGOGD.1039,1039,"LINESTRING (16.337481453872645 48.19147579674641, 16.33735938111306 48.1915039217447)",Mariahilfer*,9.59973807,
OEFFGRUENLINGOGD.1040,1040,"LINESTRING (16.33826040244162 48.192861007363355, 16.3381328728052 48.1928918204494)",Mariahilfer*,10.08157798,
OEFFGRUENLINGOGD.1041,1041,"LINESTRING (16.338439438974646 48.193126033416505, 16.338284931637823 48.193165633583945)",Europaplatz1,12.30221404,
OEFFGRUENLINGOGD.1042,1042,"LINESTRING (16.33931276573548 48.19509974938734, 16.33920745191631 48.19508307354183)",Europaplatz1,8.04605776,
OEFFGRUENLINGOGD.1043,1043,"LINESTRING (16.377666324030226 48.20184723056194, 16.377565741700902 48.20189326348096)",Lothringerst*,9.06101834,
OEFFGRUENLINGOGD.1044,1044,"LINESTRING (16.378222770330915 48.20239048607118, 16.378316003778878 48.20234938265003)",Lothringerst*,8.30179808,
OEFFGRUENLINGOGD.1045,1045,"LINESTRING (16.37731218260986 48.20154539844977, 16.37724226670285 48.20157739610144)",Lothringerst*,6.29841947,
OEFFGRUENLINGOGD.1046,1046,"LINESTRING (16.376316321630792 48.20068121746747, 16.376512075443838 48.200581932282546)",Lothringerst*,18.26558908,
OEFFGRUENLINGOGD.1047,1047,"LINESTRING (16.298139250152506 48.24628093727361, 16.298092009987982 48.24630522828725)",Park Pötzlei*,4.42781884,
OEFFGRUENLINGOGD.1048,1048,"LINESTRING (16.298551497457105 48.24661107219342, 16.298492006833843 48.24680324917595)",Park Pötzlei*,21.82133348,
OEFFGRUENLINGOGD.1049,1049,"LINESTRING (16.305973425396147 48.23962289894003, 16.305998841135732 48.23959356280736)",Pötzleinsdor*,3.76896848,
OEFFGRUENLINGOGD.1050,1050,"LINESTRING (16.22496339360535 48.21461493301626, 16.22502090012525 48.21458721316252)",Cottagestraße,5.26924102,
OEFFGRUENLINGOGD.1051,1051,"LINESTRING (16.224743481691604 48.21441794977662, 16.22480581173881 48.21438790456901)",Cottagestraße,5.71124602,
OEFFGRUENLINGOGD.1052,1052,"LINESTRING (16.315386061783283 48.209389986662345, 16.315345338702873 48.209379458219466)",Koppstraße,3.24521109,
OEFFGRUENLINGOGD.1053,1053,"LINESTRING (16.31592969300496 48.209393044545465, 16.315982233652967 48.20938587897375)",Koppstraße,3.98546708,
OEFFGRUENLINGOGD.1054,1054,"LINESTRING (16.257318990983276 48.18774279246333, 16.257336708598665 48.18771915784895)",AmHimmelhof,2.93975857,
OEFFGRUENLINGOGD.1055,1055,"LINESTRING (16.25341338987924 48.18743477311447, 16.25341100991915 48.18739598008722)",AmHimmelhof,4.31722111,
OEFFGRUENLINGOGD.1056,1056,"LINESTRING (16.26026001725693 48.1938816839563, 16.260281343835096 48.193902250175924)",Hackinger-Sc*,2.78275132,
OEFFGRUENLINGOGD.1057,1057,"LINESTRING (16.261050391503826 48.19221198484787, 16.26097626608776 48.19217705902289)",Hackinger-Sc*,6.7419995,
OEFFGRUENLINGOGD.1058,1058,"LINESTRING (16.2617669490952 48.13174426030643, 16.261805468760635 48.1317308060419)",Schillerprom*,3.23407036,
OEFFGRUENLINGOGD.1059,1059,"LINESTRING (16.261261272290046 48.130733811295435, 16.261212476016652 48.13075011046375)",Schillerprom*,4.05931313,
OEFFGRUENLINGOGD.1060,1060,"LINESTRING (16.250396274702144 48.134716908393585, 16.25030545522474 48.13471718151792)",ob. Liesing,6.75990625,
OEFFGRUENLINGOGD.1061,1061,"LINESTRING (16.273060010830417 48.13738026785615, 16.273047436857777 48.13733032482658)",ob. Liesing,5.63167106,
OEFFGRUENLINGOGD.1062,1062,"LINESTRING (16.273663096103956 48.137400794842, 16.273679554336553 48.13736476856486)",ob. Liesing,4.18900925,
OEFFGRUENLINGOGD.1063,1063,"LINESTRING (16.286266865773857 48.155033062991464, 16.286110376243837 48.15506439867163)",Park Ruzicka*,12.15335009,
OEFFGRUENLINGOGD.1064,1064,"LINESTRING (16.287885741425928 48.154672884687315, 16.28791064972213 48.15471247266831)",Park Ruzicka*,4.77616757,
OEFFGRUENLINGOGD.1065,1065,"LINESTRING (16.336059832223253 48.168562908710705, 16.335900177851915 48.16861321948765)",Wienerbe*,13.12721192,
OEFFGRUENLINGOGD.1066,1066,"LINESTRING (16.342334522914964 48.15770209889458, 16.342120928321336 48.157772693040336)",Wienerberg,17.72409409,
OEFFGRUENLINGOGD.1067,1067,"LINESTRING (16.343500478574747 48.15577502681683, 16.343539189831706 48.1558268335702)",Otto-Probst-*,6.44050192,
OEFFGRUENLINGOGD.1068,1068,"LINESTRING (16.346730920468723 48.15647320480512, 16.346710272049066 48.15644434825468)",Wienerberg,3.557488,
OEFFGRUENLINGOGD.1069,1069,"LINESTRING (16.349887923945374 48.154222845360074, 16.349829654396252 48.15424543174079)",Johann-Benda*,5.01035361,
OEFFGRUENLINGOGD.1070,1070,"LINESTRING (16.349256521921795 48.153257223081724, 16.349260098018274 48.15325086353439)",Johann-Benda*,0.75554805,
OEFFGRUENLINGOGD.1071,1071,"LINESTRING (16.32977331354227 48.15388921504604, 16.329694221485973 48.153927582249885)",unt. Liesing,7.26848624,
OEFFGRUENLINGOGD.1072,1072,"LINESTRING (16.329275747872515 48.152480594401865, 16.32923457828579 48.15243588285085)",unt. Liesing,5.83961263,
OEFFGRUENLINGOGD.1073,1073,"LINESTRING (16.336251195728465 48.149734345746, 16.336209722969873 48.14981587878496)",Draschepark,9.57683413,
OEFFGRUENLINGOGD.1074,1074,"LINESTRING (16.34766147566563 48.15093163522764, 16.34763928866352 48.15090816773712)",unt. Liesing,3.08782842,
OEFFGRUENLINGOGD.1075,1075,"LINESTRING (16.34793701756074 48.1510802774644, 16.347858616882338 48.15110195931584)",unt. Liesing,6.31218314,
OEFFGRUENLINGOGD.1076,1076,"LINESTRING (16.354437760311313 48.167882956149214, 16.354423834853893 48.16792339468212)",Wasser/spiel*,4.61431201,
OEFFGRUENLINGOGD.1077,1077,"LINESTRING (16.394684040001653 48.13736710794943, 16.39469947801511 48.13736611890561)",unt. Liesing,1.15426757,
OEFFGRUENLINGOGD.1078,1078,"LINESTRING (16.35957471144612 48.24383104998575, 16.359551586858174 48.24380021640279)",Wertheimstei*,3.83472282,
OEFFGRUENLINGOGD.1079,1079,"LINESTRING (16.355601887201203 48.243250748567796, 16.35564648388033 48.24318373052557)",Wertheimstei*,8.15514906,
OEFFGRUENLINGOGD.1080,1080,"LINESTRING (16.32152485424238 48.24308682937954, 16.32143990911343 48.243052883969774)",Felix-Dahn-S*,7.35218658,
OEFFGRUENLINGOGD.1081,1081,"LINESTRING (16.28369090975697 48.149745772356454, 16.28384068492999 48.14971338557968)",Am Hasenspru*,11.7121427,
OEFFGRUENLINGOGD.1082,1082,"LINESTRING (16.283580940061288 48.14961955922448, 16.283775104440036 48.149577573587074)",Am Hasenspru*,15.18334271,
OEFFGRUENLINGOGD.1083,1083,"LINESTRING (16.29692014331856 48.14696201835533, 16.29686337594345 48.14699165613202)",Brunner Stra*,5.35772116,
OEFFGRUENLINGOGD.1084,1084,"LINESTRING (16.297684865014922 48.14749951992753, 16.297773950531646 48.14746288495742)",Brunner Stra*,7.78071771,
OEFFGRUENLINGOGD.1085,1085,"LINESTRING (16.323270527310285 48.16448152135689, 16.323182497863606 48.16450735272636)",Oswald-Gasse,7.15062389,
OEFFGRUENLINGOGD.1086,1086,"LINESTRING (16.327448700349596 48.17188099301174, 16.327318965679723 48.17190337278344)",Oswaldgasse,9.96510105,
OEFFGRUENLINGOGD.1087,1087,"LINESTRING (16.32136464374385 48.16976250463673, 16.321281105519414 48.169802173894325)",Breitenfurte*,7.62013075,
OEFFGRUENLINGOGD.1088,1088,"LINESTRING (16.32136638722018 48.1694902912445, 16.320475859509116 48.16885960770677)",Breitenfurte*,96.4656979,
OEFFGRUENLINGOGD.1089,1089,"LINESTRING (16.290335760781602 48.17074501725777, 16.290304076355373 48.170845846709966)",Feldkellerga*,11.45670597,
OEFFGRUENLINGOGD.1090,1090,"LINESTRING (16.289969376762098 48.17059717233879, 16.289980496429543 48.17054197900753)",Feldkellerga*,6.19268511,
OEFFGRUENLINGOGD.1091,1091,"LINESTRING (16.403865974536412 48.287915707836085, 16.40386735540474 48.28790221294671)",Marchfeldkan*,1.504086,
OEFFGRUENLINGOGD.1092,1092,"LINESTRING (16.43928426879698 48.23846378141326, 16.43934865117518 48.238472596214145)",Donaustadtst*,4.88183334,
OEFFGRUENLINGOGD.1093,1093,"LINESTRING (16.440489228177828 48.23749389736607, 16.440566475976617 48.23754802158964)",Donaustadtst*,8.31552683,
OEFFGRUENLINGOGD.1094,1094,"LINESTRING (16.444620898927234 48.24501524615495, 16.444672328625735 48.24498781532898)",Polletstraße,4.88820497,
