FID,OBJECTID,SHAPE,BEZEICHNUNG,BETREIBER,ADRESSE,WEBLINK1,TYP_TXT,TXTATT1,KONTAKT,PLZ,KINDERGRUPPE,FAMILIE_0_6,FAMILIE_3_10,HEILPAED_HORT_6_10,HEILPAED_KDG_3_6,HORT_6_10,INTEGRAT_FAMILIE_0_6,INTEGRAT_FAMILIE_3_10,INTEGRAT_HORT_6_10,INTEGRAT_KDG_3_6,INTEGRAT_KLEINKINDER_0_3,KDG_3_6,HALBTAGS_KDG_3_6,KLEINKINDER_0_3,STRASSE,ONR,STG,MA11_OBJEKT_ID,FAMILIE_2_6,INTEGRAT_FAMILIE_2_6,SE_ANNO_CAD_DATA
KINDERGARTENOGD.7283422,7283422,POINT (16.412641151615524 48.27846634515858),Kindergarten,Stadt Wien - Kindergärten,"21., Berzeliusgasse 14",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Integrationskindergarten 3-6 Jahre,<br>Hortgruppe 6-10 Jahre",Öffentlich,,1210,,,,,,50,,,,20,,25,,15,Berzeliusgasse,14,,1000112,,,
KINDERGARTENOGD.7283423,7283423,POINT (16.400539010673484 48.25155008105571),Kindergarten,Stadt Wien - Kindergärten,"21., Broßmannplatz 3",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 3-10 Jahre,<br>Hortgruppe 6-10 Jahre",Öffentlich,,1210,,,24,,,50,,,,,,48,,30,Broßmannplatz,3,,1000113,,,
KINDERGARTENOGD.7283424,7283424,POINT (16.390329040902536 48.26543916886022),Kindergarten,Stadt Wien - Kindergärten,"21., Bunsengasse 8",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Integrationskindergarten 3-6 Jahre,<br>Integrationshort 6-10 Jahre",Öffentlich,,1210,,,,,,,,,60,40,,,,,Bunsengasse,8,,1000114,,,
KINDERGARTENOGD.7283425,7283425,POINT (16.420404683292347 48.25429469042276),Kindergarten,Stadt Wien - Kindergärten,"21., Carminweg 6",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 2-6 Jahre",Öffentlich,,1210,,,,,,,,,,,,48,,30,Carminweg,6,,1000115,20,,
KINDERGARTENOGD.7283426,7283426,POINT (16.441062755771153 48.271053395779724),Kindergarten,Stadt Wien - Kindergärten,"21., Dominik-Wölfel-Gasse 15",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Integrationskindergarten 3-6 Jahre",Öffentlich,,1210,,,,,,,,,,80,,,,30,Dominik-Wölfel-Gasse,15,,1000116,,,
KINDERGARTENOGD.7283427,7283427,POINT (16.415940668693253 48.29507085442244),Kindergarten,Stadt Wien - Kindergärten,"21., Dattlergasse 4",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Integrationskindergarten 3-6 Jahre",Öffentlich,,1210,,,,,,,,,,40,,25,,15,Dattlergasse,4,,1000117,,,
KINDERGARTENOGD.7283428,7283428,POINT (16.41579318086553 48.25296502265167),Kindergarten,Stadt Wien - Kindergärten,"21., Donaufelder Straße 52",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Öffentlich,,1210,,,,,,,,,,,,75,,30,Donaufelder Straße,52,,1000118,,,
KINDERGARTENOGD.7283429,7283429,POINT (16.40610723533842 48.2531322184596),Kindergarten,Stadt Wien - Kindergärten,"21., Franklinstraße 28",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Heilpädagogischer Kindergarten 3-6 Jahre,<br>Integrationsfamiliengruppe 0-6 Jahre,<br>Integrationsfamiliengruppe 2-6 Jahre,<br>Integrationsfamiliengruppe 3-10 Jahre,<br>Heilpädagogischer Hort 6-10 Jahre",Öffentlich,,1210,,,,16,12,,20,20,,,,,,,Franklinstraße,28,,1000120,,20,
KINDERGARTENOGD.7283430,7283430,POINT (16.410869840855824 48.250568520315724),Kindergarten,Stadt Wien - Kindergärten,"21., Fultonstraße 5-11",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Integrationskindergarten 3-6 Jahre,<br>Heilpädagogische Familiengruppe 3-10 - Projekt Jahre",Öffentlich,,1210,,,,,,,,,,20,,,,,Fultonstraße,5-11,,1000121,,,
KINDERGARTENOGD.7283431,7283431,POINT (16.419256843170388 48.2857679819091),Kindergarten,Stadt Wien - Kindergärten,"21., Gerasdorfer Straße 55",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 3-10 Jahre",Öffentlich,,1210,,,24,,,,,,,,,75,,30,Gerasdorfer Straße,55,,1000122,,,
KINDERGARTENOGD.7283432,7283432,POINT (16.43365127157719 48.26160036663706),Kindergarten,Stadt Wien - Kindergärten,"21., Gerspergasse 7",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Öffentlich,,1210,,60,,,,,,,,,,50,,15,Gerspergasse,7,,1000123,,,
KINDERGARTENOGD.7283433,7283433,POINT (16.411560944035518 48.28955604040201),Kindergarten,Stadt Wien - Kindergärten,"21., Gschweidlgasse 1",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre,<br>Familiengruppe 2-6 Jahre",Öffentlich,,1210,,21,,,,,,,,,,25,,15,Gschweidlgasse,1,,1000124,20,,
KINDERGARTENOGD.7283434,7283434,POINT (16.41300451653206 48.286541421734015),Kindergarten,Stadt Wien - Kindergärten,"21., Hahnemanngasse 10",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Öffentlich,,1210,,,,,,,,,,,,50,,15,Hahnemanngasse,10,,1000125,,,
KINDERGARTENOGD.7283435,7283435,POINT (16.392803754191036 48.271749589228925),Kindergarten,Stadt Wien - Kindergärten,"21., Hopfengasse 7",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Integrationskindergarten 3-6 Jahre,<br>Heilpädagogischer Kindergarten 3-6 Jahre",Öffentlich,,1210,,,,,12,,,,,60,,,,15,Hopfengasse,7,,1000126,,,
KINDERGARTENOGD.7283436,7283436,POINT (16.404566678553515 48.27528150764916),Kindergarten,Stadt Wien - Kindergärten,"21., Jedlersdorfer Straße 96",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Integrationskindergarten 3-6 Jahre,<br>Familiengruppe 3-10 Jahre",Öffentlich,,1210,,,24,,,,,,,40,,50,,15,Jedlersdorfer Straße,96,,1000127,,,
KINDERGARTENOGD.7283437,7283437,POINT (16.410821194054712 48.288771520357564),Kindergarten,Stadt Wien - Kindergärten,"21., Jedlersdorfer Straße 182",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Öffentlich,,1210,,,,,,,,,,,,50,,30,Jedlersdorfer Straße,182,,1000128,,,
KINDERGARTENOGD.7283438,7283438,POINT (16.447886732269524 48.26810874197049),Kindergarten,Stadt Wien - Kindergärten,"21., Kürschnergasse 3",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Integrationskindergarten 3-6 Jahre",Öffentlich,,1210,,,,,,,,,,80,,,,30,Kürschnergasse,3,,1000133,,,
KINDERGARTENOGD.7283439,7283439,POINT (16.446040056683994 48.27448292927278),Kindergarten,Stadt Wien - Kindergärten,"21., Kürschnergasse 13",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Öffentlich,,1210,,,,,,,,,,,,70,,15,Kürschnergasse,13,,1000134,,,
KINDERGARTENOGD.7283440,7283440,POINT (16.411132526501763 48.30056964890451),Kindergarten,Stadt Wien - Kindergärten,"21., Luckenschwemmgasse 18",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Halbtagskindergarten 3-6 Jahre,<br>Hortgruppe 6-10 Jahre",Öffentlich,,1210,,,,,,38,,,,,,40,19,15,Luckenschwemmgasse,18,,1000135,,,
KINDERGARTENOGD.7283441,7283441,POINT (16.453601254211414 48.26727361017378),Kindergarten,Stadt Wien - Kindergärten,"21., Meistergasse 1",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Integrationskindergarten 3-6 Jahre,<br>Heilpädagogischer Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre,<br>Integrationsfamiliengruppe 3-10 Jahre,<br>Heilpädagogischer Hort 6-10 Jahre",Öffentlich,,1210,,22,,32,12,,,20,,20,,,,,Meistergasse,1,,1000137,,,
KINDERGARTENOGD.7283442,7283442,POINT (16.401813608858504 48.277640018864076),Kindergarten,Stadt Wien - Kindergärten,"21., Mitterhofergasse 2",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Öffentlich,,1210,,,,,,,,,,,,99,,15,Mitterhofergasse,2,,1000138,,,
KINDERGARTENOGD.7283443,7283443,POINT (16.41209838170248 48.2864874366657),Kindergarten,Stadt Wien - Kindergärten,"21., Ocwirkgasse 3",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Integrationskindergarten 3-6 Jahre",Öffentlich,,1210,,,,,,,,,,40,,25,,30,Ocwirkgasse,3,,1000139,,,
KINDERGARTENOGD.7283444,7283444,POINT (16.412371602310486 48.276413946304395),Kindergarten,Stadt Wien - Kindergärten,"21., Osergasse 3",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,Kindergarten 3-6 Jahre,Öffentlich,,1210,,,,,,,,,,,,44,,,Osergasse,3,,1000140,,,
KINDERGARTENOGD.7283445,7283445,POINT (16.44576114086329 48.2737672570009),Kindergarten,Stadt Wien - Kindergärten,"21., Oswald-Redlich-Straße 36",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Öffentlich,,1210,,,,,,,,,,,,45,,15,Oswald-Redlich-Straße,36,,1000142,,,
KINDERGARTENOGD.7283446,7283446,POINT (16.45135122153118 48.274328082003294),Kindergarten,Stadt Wien - Kindergärten,"21., Oswald-Redlich-Straße 48",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Öffentlich,,1210,,,,,,,,,,,,75,,15,Oswald-Redlich-Straße,48,,1000143,,,
KINDERGARTENOGD.7283447,7283447,POINT (16.391417562885973 48.271855124281885),Kindergarten,Stadt Wien - Kindergärten,"21., Prager Straße 92",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Öffentlich,,1210,,,,,,,,,,,,42,,15,Prager Straße,92,,1000144,,,
KINDERGARTENOGD.7283448,7283448,POINT (16.384525553036283 48.29228201778025),Kindergarten,Stadt Wien - Kindergärten,"21., Roda-Roda-Gasse 9",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Öffentlich,,1210,,,,,,,,,,,,75,,15,Roda-Roda-Gasse,9,,1000146,,,
KINDERGARTENOGD.7283449,7283449,POINT (16.39658890384011 48.253318744745435),Kindergarten,Stadt Wien - Kindergärten,"21., Schöpfleuthnergasse 4a",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Öffentlich,,1210,,15,,,,,,,,,,18,,,Schöpfleuthnergasse,4a,,1000148,,,
KINDERGARTENOGD.7283450,7283450,POINT (16.415021266808935 48.29210684264447),Kindergarten,Stadt Wien - Kindergärten,"21., Schumpeterweg 4",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Integrationsfamiliengruppe 2-6 Jahre",Öffentlich,,1210,,,,,,,,,,,,75,,30,Schumpeterweg,4,,1000149,,19,
KINDERGARTENOGD.7283451,7283451,POINT (16.418659538974246 48.280606396033555),Kindergarten,Stadt Wien - Kindergärten,"21., Schwanngasse 11",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Halbtagskindergarten 3-6 Jahre,<br>Integrationsfamiliengruppe 3-10 Jahre,<br>Integrationshort 6-10 Jahre",Öffentlich,,1210,,,,,,,,20,20,,,50,25,30,Schwanngasse,11,,1000150,,,
KINDERGARTENOGD.7283452,7283452,POINT (16.41731359885391 48.274946308282665),Kindergarten,Stadt Wien - Kindergärten,"21., Scottgasse 8",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Öffentlich,,1210,,,,,,,,,,,,87,,30,Scottgasse,8,,1000151,,,
KINDERGARTENOGD.7283453,7283453,POINT (16.41551721883536 48.28673513197661),Kindergarten,Stadt Wien - Kindergärten,"21., Voglgasse 1",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Öffentlich,,1210,,,,,,,,,,,,44,,15,Voglgasse,1,,1000154,,,
KINDERGARTENOGD.7283454,7283454,POINT (16.441467486544973 48.27010308638642),Kindergarten,Stadt Wien - Kindergärten,"21., Walter-Schwarzacher-Gasse 5/68",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kindergarten 3-6 Jahre,<br>Integrationsfamiliengruppe 3-10 Jahre,<br>Integrationshort 6-10 Jahre",Öffentlich,,1210,,,,,,,,20,20,,,42,,,Walter-Schwarzacher-Gasse,5,68,1000155,,,
KINDERGARTENOGD.7283455,7283455,POINT (16.418244473277298 48.2285448892032),Kindergarten,Stadt Wien - Kindergärten,"22., Schiffmühlenstraße 10",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Integrationskindergarten 3-6 Jahre",Öffentlich,,1220,,,,,,,,,,40,,25,,30,Schiffmühlenstraße,10,,1000156,,,
KINDERGARTENOGD.7283456,7283456,POINT (16.474377042864567 48.2161373395774),Kindergarten,Stadt Wien - Kindergärten,"22., Bergengasse 6",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Halbtagskindergarten 3-6 Jahre,<br>Hortgruppe 6-10 Jahre",Öffentlich,,1220,,,,,,25,,,,,,50,25,30,Bergengasse,6,,1000157,,,
KINDERGARTENOGD.7283457,7283457,POINT (16.439587368876673 48.24054347127843),Kindergarten,Stadt Wien - Kindergärten,"22., Bernoullistraße 4",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Öffentlich,,1220,,,,,,,,,,,,93,,30,Bernoullistraße,4,,1000158,,,
KINDERGARTENOGD.7283458,7283458,POINT (16.442507124218157 48.261335396557186),Kindergarten,Stadt Wien - Kindergärten,"22., Brioschiweg 2",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Integrationskindergarten 3-6 Jahre",Öffentlich,,1220,,,,,,,,,,60,,44,,15,Brioschiweg,2,,1000159,,,
KINDERGARTENOGD.7283459,7283459,POINT (16.434453752143984 48.25410950939735),Kindergarten,Stadt Wien - Kindergärten,"22., Doeltergasse 3",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 2-6 Jahre,<br>Familiengruppe 3-10 Jahre",Öffentlich,,1220,,,24,,,,,,,,,25,,15,Doeltergasse,3,,1000160,20,,
KINDERGARTENOGD.7283460,7283460,POINT (16.440308541579014 48.258281016869),Kindergarten,Stadt Wien - Kindergärten,"22., Eipeldauer Straße 25",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Integrationskindergarten 3-6 Jahre,<br>Heilpädagogischer Kindergarten 3-6 Jahre",Öffentlich,,1220,,,,,12,,,,,40,,25,,30,Eipeldauer Straße,25,,1000161,,,
KINDERGARTENOGD.7283461,7283461,POINT (16.44567439473378 48.23408417712392),Kindergarten,Stadt Wien - Kindergärten,"22., Erzherzog-Karl-Straße 65",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 3-10 Jahre",Öffentlich,,1220,,,23,,,,,,,,,45,,14,Erzherzog-Karl-Straße,65,,1000162,,,
KINDERGARTENOGD.7283462,7283462,POINT (16.525989477334033 48.212043530556194),Kindergarten,Stadt Wien - Kindergärten,"22., Grosserweg 8",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 2-6 Jahre",Öffentlich,,1220,,,,,,,,,,,,62,,30,Grosserweg,8,,1000163,20,,
KINDERGARTENOGD.7283463,7283463,POINT (16.49055009164978 48.226693598664674),Kindergarten,Stadt Wien - Kindergärten,"22., Hagedornweg 2",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Integrationskindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Öffentlich,,1220,,60,,,,,,,,20,,25,,15,Hagedornweg,2,,1000164,,,
KINDERGARTENOGD.7283464,7283464,POINT (16.47139014294759 48.21543358176865),Kindergarten,Stadt Wien - Kindergärten,"22., Hammerfestweg 3",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Integrationskindergarten 3-6 Jahre,<br>Heilpädagogischer Kindergarten 3-6 Jahre",Öffentlich,,1220,,,,,12,,,,,80,,,,15,Hammerfestweg,3,,1000165,,,
KINDERGARTENOGD.7283465,7283465,POINT (16.456501518145284 48.21769825541836),Kindergarten,Stadt Wien - Kindergärten,"22., Hardeggasse 67",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 3-10 Jahre",Öffentlich,,1220,,,23,,,,,,,,,35,,15,Hardeggasse,67,,1000166,,,
KINDERGARTENOGD.7283466,7283466,POINT (16.45612545476794 48.2153626739763),Kindergarten,Stadt Wien - Kindergärten,"22., Hardeggasse 69",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Öffentlich,,1220,,20,,,,,,,,,,25,,15,Hardeggasse,69,,1000167,,,
KINDERGARTENOGD.7283467,7283467,POINT (16.47987522903658 48.24986125619707),Kindergarten,Stadt Wien - Kindergärten,"22., Kalmusweg 57",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre,<br>Familiengruppe 3-10 Jahre,<br>Hortgruppe 6-10 Jahre",Öffentlich,,1220,,20,24,,,25,,,,,,25,,15,Kalmusweg,57,,1000168,,,
KINDERGARTENOGD.7283468,7283468,POINT (16.446414973127112 48.228362481132365),Kindergarten,Stadt Wien - Kindergärten,"22., Schreinerweg 3",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Öffentlich,,1220,,20,,,,,,,,,,47,,15,Schreinerweg,3,,1000169,,,
KINDERGARTENOGD.7283284,7283284,POINT (16.34894863657449 48.23054457178004),Kleine Einsteins 2,Kindergruppe kleine Einsteins,"18., Mollgasse 3-5/1",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1180,14,,,,,,,,,,,,,,Mollgasse,3-5,1,2000930,,,
KINDERGARTENOGD.7283285,7283285,POINT (16.42075116644152 48.261626869661),Kinderland 4,Kindergruppe Mickey Mouse,"21., Leopoldauer Straße 115",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1210,14,,,,,,,,,,,,,,Leopoldauer Straße,115,,2000931,,,
KINDERGARTENOGD.7283286,7283286,POINT (16.445586292463886 48.23045813681935),Das sich drehende Rad 22,Verein Wiener Kindergruppen,"22., Viktor-Kaplan-Straße 11",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1220,14,,,,,,,,,,,,,,Viktor-Kaplan-Straße,11,,2000934,,,
KINDERGARTENOGD.7283287,7283287,POINT (16.393111272250266 48.233238611213714),Zwergenschule 3,Kinderbetreuung Zwergenschule,"2., Engerthstraße 137/5",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1020,13,,,,,,,,,,,,,,Engerthstraße,137,5,2000938,,,
KINDERGARTENOGD.7283288,7283288,POINT (16.330519469110513 48.20771530628647),Die bunten Schlümpfe,Kinderhaus der bunten Schlümpfe,"16., Liebhartsgasse 32",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1160,14,,,,,,,,,,,,,,Liebhartsgasse,32,,2000939,,,
KINDERGARTENOGD.7283289,7283289,POINT (16.372968912532926 48.188559676838636),Dinos 4,Kindergruppe Dinos,"4., Favoritenstraße 35",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1040,14,,,,,,,,,,,,,,Favoritenstraße,35,,2000940,,,
KINDERGARTENOGD.7283290,7283290,POINT (16.374577946110715 48.218296822632624),La Rueda 2.0,Verein Wiener Kindergruppen,"2., Herminengasse 10",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1020,14,,,,,,,,,,,,,,Herminengasse,10,,2000942,,,
KINDERGARTENOGD.7283291,7283291,POINT (16.372963527740666 48.1885525739334),Dinos 3,Kindergruppe Dinos,"4., Favoritenstraße 35",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1040,14,,,,,,,,,,,,,,Favoritenstraße,35,,2000943,,,
KINDERGARTENOGD.7283292,7283292,POINT (16.341205040831642 48.20579752838324),Kids Gallery 3,International bilingual Kindergruppe-Kids Gallery Vienna,"7., Neustiftgasse 125",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1070,14,,,,,,,,,,,,,,Neustiftgasse,125,,2000945,,,
KINDERGARTENOGD.7283293,7283293,POINT (16.34117161576841 48.224091519012525),Zwergengarten,Zwergenland Kinderbetreuung in Wien,"18., Schopenhauerstraße 35",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1180,14,,,,,,,,,,,,,,Schopenhauerstraße,35,,2000946,,,
KINDERGARTENOGD.7283294,7283294,POINT (16.264700676572982 48.193830926346415),Kükennest 5,Dialog zwischen Integration und Bildung in Österreich - Dino,"13., Auhofstraße 181",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1130,14,,,,,,,,,,,,,,Auhofstraße,181,,2000950,,,
KINDERGARTENOGD.7283295,7283295,POINT (16.38336151135186 48.13999935482887),Regenbogen 2,Kindergruppe Regenbogen,"10., Franzosenweg 4",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,0660-462 22 27,1100,14,,,,,,,,,,,,,,Franzosenweg,4,,2000952,,,
KINDERGARTENOGD.7283296,7283296,POINT (16.238508532899164 48.20681853888166),Lern- und Spielgruppe Wolfersberg,"Gemeinnütziger Verein zur Betreuung von Klein- und Schulkindern, Lern- und Spielgruppe Hadersdorf","14., Mariabrunner Straße 16",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1140,14,,,,,,,,,,,,,,Mariabrunner Straße,16,,2000954,,,
KINDERGARTENOGD.7283297,7283297,POINT (16.405712360121846 48.25507991535111),College for Kids 4,Kindergruppe College for Kids,"21., Schlosshofer Straße 58",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1210,14,,,,,,,,,,,,,,Schlosshofer Straße,58,,2000955,,,
KINDERGARTENOGD.7283298,7283298,POINT (16.405712360121846 48.25507991535111),College for Kids 3,Kindergruppe College for Kids,"21., Schlosshofer Straße 58",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1210,14,,,,,,,,,,,,,,Schlosshofer Straße,58,,2000956,,,
KINDERGARTENOGD.7283299,7283299,POINT (16.393275351371653 48.263885533293355),KayKreativKids 1210 (linke Gruppe),GUMPs Talent 84 - Gemeinnützige Nachwuchskünstlerförderung,"21., Galvanigasse 17",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1210,14,,,,,,,,,,,,,,Galvanigasse,17,,2000957,,,
KINDERGARTENOGD.7283300,7283300,POINT (16.39326471088398 48.26388553858803),Galvanischlössl (rechte Gruppe),GUMPs Talent 84 - Gemeinnützige Nachwuchskünstlerförderung,"21., Galvanigasse 17",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1210,14,,,,,,,,,,,,,,Galvanigasse,17,,2000959,,,
KINDERGARTENOGD.7283301,7283301,POINT (16.323344172036915 48.21864944174588),Prestige 2,Top PRESTIGE Verein für innovative Erziehung und Bildung,"17., Klopstockgasse 39",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1170,14,,,,,,,,,,,,,,Klopstockgasse,39,,2000961,,,
