FID,OBJECTID,SHAPE,BEZEICHNUNG,BETREIBER,ADRESSE,WEBLINK1,TYP_TXT,TXTATT1,KONTAKT,PLZ,KINDERGRUPPE,FAMILIE_0_6,FAMILIE_3_10,HEILPAED_HORT_6_10,HEILPAED_KDG_3_6,HORT_6_10,INTEGRAT_FAMILIE_0_6,INTEGRAT_FAMILIE_3_10,INTEGRAT_HORT_6_10,INTEGRAT_KDG_3_6,INTEGRAT_KLEINKINDER_0_3,KDG_3_6,HALBTAGS_KDG_3_6,KLEINKINDER_0_3,STRASSE,ONR,STG,MA11_OBJEKT_ID,FAMILIE_2_6,INTEGRAT_FAMILIE_2_6,SE_ANNO_CAD_DATA
KINDERGARTENOGD.7283505,7283505,POINT (16.390759424543287 48.266609415117614),Krabbelhaus,Flexible Kinderbetreuung in Wien (kurz: FKB),"21., Gerstlgasse 27",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Familiengruppe 2-6 Jahre",Privat,,1210,,,,,,,,,,,,,,15,Gerstlgasse,27,,1000236,48,,
KINDERGARTENOGD.7283506,7283506,POINT (16.465307542700565 48.23592068538601),Privatkindergarten ´Sprösslinge´,Privatkindergarten Sprösslinge,"22., Claretinergasse 3",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,,1220,,40,,,,,,,,,,,,,Claretinergasse,3,,1000237,,,
KINDERGARTENOGD.7283507,7283507,POINT (16.437645715907617 48.250584762265426),Ver.Päd.Init. Nesthäkchen,Pädagogische Initiative Nesthäckchen,"22., Donaufelder Straße 225",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre,<br>Hortgruppe 6-10 Jahre",Privat,01 2036735,1220,,20,,,,23,,,,,,25,,,Donaufelder Straße,225,,1000238,,,
KINDERGARTENOGD.7283508,7283508,POINT (16.40993103500881 48.233932117418654),Vienna English Preschool,Vienna English Preschool,"22., Leonard-Bernstein-Straße 4-6/4",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,,1220,,,,,,,,,,,,42,,14,Leonard-Bernstein-Straße,4-6,4,1000241,,,
KINDERGARTENOGD.7283509,7283509,POINT (16.421782073021603 48.22627989970347),Kindergarten,Kinder in Wien,"22., Schiffmühlenstraße 59",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,,1220,,60,,,,,,,,,,,,,Schiffmühlenstraße,59,,1000243,,,
KINDERGARTENOGD.7283510,7283510,POINT (16.404490471403218 48.197393373992234),Kindergarten,Österreichische Kinderfreunde - Landesorganisation WIEN,"3., Hagenmüllergasse 32",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,,1030,,,,,,,,,,,,25,,15,Hagenmüllergasse,32,,1000245,,,
KINDERGARTENOGD.7283511,7283511,POINT (16.390837396501194 48.19635667100406),Betriebskindergarten - KA-Rudolfstiftung,Österreichische Kinderfreunde - Landesorganisation WIEN,"3., Juchgasse 25",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,+43 1 711 65-1951,1030,,20,,,,,,,,,,50,,30,Juchgasse,25,,1000248,,,
KINDERGARTENOGD.7283512,7283512,POINT (16.390787478863047 48.200637634308514),Kindergarten,Österreichische Kinderfreunde - Landesorganisation WIEN,"3., Pfarrhofgasse 14",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,+43 1 713 99 44,1030,,,,,,,,,,,,25,,15,Pfarrhofgasse,14,,1000249,,,
KINDERGARTENOGD.7283513,7283513,POINT (16.374987204578186 48.19384152901008),Betriebskindergarten - Arbeiterkammer Wien,Österreichische Kinderfreunde - Landesorganisation WIEN,"4., Plößlgasse 13",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,1040,,20,,,,,,,,,,25,,15,Plößlgasse,13,,1000250,,,
KINDERGARTENOGD.7283514,7283514,POINT (16.371613350304184 48.186400384849556),Kindergarten,Österreichische Kinderfreunde - Landesorganisation WIEN,"4., Schelleingasse 28",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,+43 1 504 64 29,1040,,40,,,,,,,,,,,,,Schelleingasse,28,,1000251,,,
KINDERGARTENOGD.7283515,7283515,POINT (16.360571993117205 48.18244499671503),Kindergarten,Österreichische Kinderfreunde - Landesorganisation WIEN,"5., Gassergasse 48",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Familiengruppe 0-6 Jahre,<br>Hortgruppe 6-10 Jahre",Privat,+43 1 544 73 86,1050,,20,,,,20,,,,,,,,,Gassergasse,48,,1000253,,,
KINDERGARTENOGD.7283516,7283516,POINT (16.351936406600863 48.18052034661938),Kindergarten,Österreichische Kinderfreunde - Landesorganisation WIEN,"5., Margaretengürtel 76-80",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,+43 1 548 22 86,1050,,,,,,,,,,,,25,,15,Margaretengürtel,76-80,,1000254,,,
KINDERGARTENOGD.7283517,7283517,POINT (16.355214699873567 48.18706402988009),Kindergarten,Österreichische Kinderfreunde - Landesorganisation WIEN,"5., Spengergasse 32",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,+43 1 545 42 81,1050,,,,,,,,,,,,25,,15,Spengergasse,32,,1000255,,,
KINDERGARTENOGD.7283518,7283518,POINT (16.357607789994944 48.20374850488899),Kindergarten,Österreichische Kinderfreunde - Landesorganisation WIEN,"7., Museumsplatz 1",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,+43 1 523 59 51,1070,,,,,,,,,,,,44,,15,Museumsplatz,1,,1000257,,,
KINDERGARTENOGD.7283519,7283519,POINT (16.35585565391896 48.21528841254172),Betriebskindergarten - Österreichische Nationalbank,Österreichische Kinderfreunde - Landesorganisation WIEN,"9., Garelligasse 3",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,+43 1 402 62 02,1090,,20,,,,,,,,,,,,30,Garelligasse,3,,1000259,,,
KINDERGARTENOGD.7283520,7283520,POINT (16.351735473663144 48.219635623735996),Betriebskindergarten - AKH-Wien,Österreichische Kinderfreunde - Landesorganisation WIEN,"9., Spitalgasse 23",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,+4314040014840 2. Haus,1090,,,,,,,,,,,,57,,45,Spitalgasse,23,,1000262,,,
KINDERGARTENOGD.7283521,7283521,POINT (16.464129322414983 48.15569772638921),Kindergarten,Österreichische Kinderfreunde - Landesorganisation WIEN,"11., Am Hofgartel 3",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,+43 1 961 11 09,1110,,40,,,,,,,,,,25,,15,Am Hofgartel,3,,1000263,,,
KINDERGARTENOGD.7283522,7283522,POINT (16.42692456735502 48.171079239219075),Kindergarten,Österreichische Kinderfreunde - Landesorganisation WIEN,"11., Bleriotgasse 24/12",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergarten 3-6 Jahre,Privat,+43 1 961 11 04,1110,,,,,,,,,,,,50,,,Bleriotgasse,24,12,1000264,,,
KINDERGARTENOGD.7283523,7283523,POINT (16.416903885999275 48.172464397668264),Kindergarten,Österreichische Kinderfreunde - Landesorganisation WIEN,"11., Dommesgasse 1-7/5",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre,<br>Hortgruppe 6-10 Jahre",Privat,+43 1 961 11 03,1110,,22,,,,25,,,,,,25,,,Dommesgasse,1-7,5,1000265,,,
KINDERGARTENOGD.7283524,7283524,POINT (16.465645590726584 48.1528805957344),Kindergarten,Österreichische Kinderfreunde - Landesorganisation WIEN,"11., Etrichstraße 19",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,,1110,,,,,,,,,,,,60,,30,Etrichstraße,19,,1000266,,,
KINDERGARTENOGD.7283525,7283525,POINT (16.469543531322767 48.15348875619583),Kindergarten,Österreichische Kinderfreunde - Landesorganisation WIEN,"11., Flammweg 1-5/15",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergarten 3-6 Jahre,Privat,+43 1 961 11 05,1110,,,,,,,,,,,,25,,,Flammweg,1-5,15,1000267,,,
KINDERGARTENOGD.7283526,7283526,POINT (16.412264275131893 48.179085504343874),Kindergarten,Österreichische Kinderfreunde - Landesorganisation WIEN,"11., Rinnböckstraße 55",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,+43 1 961 11 01,1110,,,,,,,,,,,,63,,15,Rinnböckstraße,55,,1000269,,,
KINDERGARTENOGD.7283527,7283527,POINT (16.461467454836722 48.15218906165172),Kindergarten,Österreichische Kinderfreunde - Landesorganisation WIEN,"11., Rosa-Jochmann-Ring 5",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,,1110,,,,,,,,,,,,75,,30,Rosa-Jochmann-Ring,5,,1000270,,,
KINDERGARTENOGD.7283528,7283528,POINT (16.428430594262643 48.17427360458513),Kindergarten,Österreichische Kinderfreunde - Landesorganisation WIEN,"11., Unter der Kirche 15",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,0664 4305536,1110,,,,,,,,,,,,50,,30,Unter der Kirche,15,,1000271,,,
KINDERGARTENOGD.7283529,7283529,POINT (16.327579857713555 48.219097151644284),Kindergarten,Österreichische Kinderfreunde - Landesorganisation WIEN,"17., Hernalser Hauptstraße 98",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,,1170,,,,,,,,,,,,45,,15,Hernalser Hauptstraße,98,,1000273,,,
KINDERGARTENOGD.7283530,7283530,POINT (16.323221236809548 48.22378398097163),Kindergarten,Österreichische Kinderfreunde - Landesorganisation WIEN,"17., Wattgasse 96/6",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,+43 1 484 44 01,1170,,20,,,,,,,,,,25,,,Wattgasse,96,6,1000274,,,
KINDERGARTENOGD.7283531,7283531,POINT (16.32955681057136 48.22799006971082),Kindergarten,Österreichische Kinderfreunde - Landesorganisation WIEN,"18., Simonygasse 2b/4",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,+43 1 470 06 66,1180,,20,,,,,,,,,,22,,,Simonygasse,2b,4,1000275,,,
KINDERGARTENOGD.7283532,7283532,POINT (16.391905443414327 48.20800359302153),Kindergarten,Kinder in Wien,"3., Blattgasse 4",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,,1030,,102,,,,,,,,,,,,,Blattgasse,4,,1000276,,,
KINDERGARTENOGD.7283533,7283533,POINT (16.383971767380018 48.19985458256298),Kindergarten,Kinder in Wien,"3., Reisnerstraße 31",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,+43 1 712 62 95,1030,,40,,,,,,,,,,,,,Reisnerstraße,31,,1000278,,,
KINDERGARTENOGD.7283534,7283534,POINT (16.384997632020003 48.209739906360625),"Betriebskindergarten - Bundesministerium für Wissenschaft, Forschung und Wirtschaft",Kinder in Wien,"3., Vordere Zollamtsstraße 3a",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,,1030,,80,,,,,,,,,,,,,Vordere Zollamtsstraße,3a,,1000279,,,
KINDERGARTENOGD.7283535,7283535,POINT (16.343183265578823 48.192131548670446),Kindergarten,Kinder in Wien,"6., Liniengasse 26-30",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,,1060,,100,,,,,,,,,,,,,Liniengasse,26-30,,1000281,,,
KINDERGARTENOGD.7283536,7283536,POINT (16.358179424810853 48.22906172528547),Kindergarten,Kinder in Wien,"9., Althanstraße 39-45/2",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,,1090,,60,,,,,,,,,,,,,Althanstraße,39-45,2,1000283,,,
KINDERGARTENOGD.7283537,7283537,POINT (16.39001370185834 48.19782394058145),Kindergarten,Kindercompany,"3., Dannebergplatz 16",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,,1030,,,,,,,,,,,,50,,15,Dannebergplatz,16,,1000284,,,
KINDERGARTENOGD.7283538,7283538,POINT (16.38635013038855 48.20660466071616),Kindergarten,Kindercompany,"3., Invalidenstraße 5-7",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kindergarten 3-6 Jahre,<br>Familiengruppe 2-6 Jahre",Privat,+43 676 834 824 68,1030,,,,,,,,,,,,21,,,Invalidenstraße,5-7,,1000285,34,,
KINDERGARTENOGD.7283539,7283539,POINT (16.386865680051415 48.20551068337655),Kindergarten,Kindercompany,"3., Landstraßer Hauptstraße 9",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,1030,,20,,,,,,,,,,25,,15,Landstraßer Hauptstraße,9,,1000286,,,
KINDERGARTENOGD.7283540,7283540,POINT (16.349727440033952 48.19363758744781),Kindergarten,Kindercompany,"6., Gumpendorfer Straße 83/Haus 2",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,,1060,,,,,,,,,,,,50,,30,Gumpendorfer Straße,83/Haus 2,,1000288,,,
KINDERGARTENOGD.7283541,7283541,POINT (16.42241606540192 48.18454737225925),Kindergarten,Kindercompany,"11., Guglgasse 14",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,1110,,20,,,,,,,,,,50,,15,Guglgasse,14,,1000289,,,
KINDERGARTENOGD.7283542,7283542,POINT (16.421276474187316 48.165566302280205),Kindergarten,Kindercompany,"11., Lorystraße 83",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,1110,,40,,,,,,,,,,50,,15,Lorystraße,83,,1000290,,,
KINDERGARTENOGD.7283543,7283543,POINT (16.333068945512416 48.225706224686995),Kindergarten,Children´s Paradise Förderung von Klein u. Vorschulkindern,"18., Kreuzgasse 68",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,1180,,40,,,,,,,,,,,,15,Kreuzgasse,68,,1000291,,,
KINDERGARTENOGD.7283544,7283544,POINT (16.3789735917795 48.200640583542146),Kindergarten,Vindobini,"3., Am Heumarkt 23",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 2-6 Jahre",Privat,01 440533540,1030,,,,,,,,,,,,25,,45,Am Heumarkt,23,,1000292,40,,
KINDERGARTENOGD.7283545,7283545,POINT (16.34811352906256 48.21378429911078),Kindergarten,Children´s Paradise Förderung von Klein u. Vorschulkindern,"8., Lederergasse 33/II",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,1080,,20,,,,,,,,,,25,,15,Lederergasse,33,II,1000296,,,
KINDERGARTENOGD.7283546,7283546,POINT (16.348660128759608 48.21278482958709),Kindergarten,Nostri Bambini Kindergarten- und Hortbetriebsverein,"8., Lederergasse 20",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Familiengruppe 3-10 Jahre,<br>Hortgruppe 6-10 Jahre",Privat,,1080,,,24,,,15,,,,,,,,,Lederergasse,20,,1000298,,,
KINDERGARTENOGD.7283547,7283547,POINT (16.41242799066346 48.178226362924605),Kindergarten,Verein moderne Kinderbetreuung TUNA,"11., Simmeringer Hauptstraße 67",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,01 7433163,1110,,,,,,,,,,,,42,,15,Simmeringer Hauptstraße,67,,1000299,,,
KINDERGARTENOGD.7283548,7283548,POINT (16.341756907474426 48.22391171834182),Kindergarten,Kindergarten Sindbad,"18., Martinstraße 63",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,1180,,17,,,,,,,,,,49,,28,Martinstraße,63,,1000300,,,
KINDERGARTENOGD.7283549,7283549,POINT (16.39755360244628 48.1997172681524),Schulverein der Schulschwestern,Vereinigung katholischer Kindertagesheime,"3., Apostelgasse 7",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kindergarten 3-6 Jahre,<br>Hortgruppe 6-10 Jahre",Privat,,1030,,,,,,125,,,,,,50,,,Apostelgasse,7,,1000302,,,
KINDERGARTENOGD.7283550,7283550,POINT (16.384255063677838 48.1898091516192),Kongregation der Töchter d. göttlichen Liebe,Vereinigung katholischer Kindertagesheime,"3., Jacquingasse 12-14",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,,1030,,,,,,,,,,,,25,,30,Jacquingasse,12-14,,1000303,,,
KINDERGARTENOGD.7283551,7283551,POINT (16.385581170669216 48.19593017015749),Schulstiftung der Erzdiözese Wien,St. Nikolausstiftung Erzdiözese Wien,"3., Rechte Bahngasse 50",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,1030,,20,,,,,,,,,,125,,30,Rechte Bahngasse,50,,1000305,,,
KINDERGARTENOGD.7283552,7283552,POINT (16.397551478905903 48.194458768378745),Kongregation d. Dienerinnen d. hl. Herzens  Jesu,Vereinigung katholischer Kindertagesheime,"3., Landstraßer Hauptstraße 137a",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre,<br>Hortgruppe 6-10 Jahre",Privat,,1030,,40,,,,75,,,,,,24,,15,Landstraßer Hauptstraße,137a,,1000306,,,
KINDERGARTENOGD.7283553,7283553,POINT (16.3984150634729 48.19272225575586),CS Kinderbetreuungs GmbH.,Vereinigung katholischer Kindertagesheime,"3., Landstraßer Hauptstraße 146",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,,1030,,,,,,,,,,,,67,,30,Landstraßer Hauptstraße,146,,1000307,,,
KINDERGARTENOGD.7283554,7283554,POINT (16.389185433851782 48.20011750034882),Evangelischer Kindergarten Landstraße,Diakonie Bildung gemeinnützige GmbH,"3., Sebastianplatz 4",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,1030,,20,,,,,,,,,,25,,15,Sebastianplatz,4,,1000308,,,
KINDERGARTENOGD.7283555,7283555,POINT (16.37259268430308 48.19775444550531),Pfarre St. Karl,St. Nikolausstiftung Erzdiözese Wien,"4., Gußhausstraße 10",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergarten 3-6 Jahre,Privat,,1040,,,,,,,,,,,,25,,,Gußhausstraße,10,,1000309,,,
KINDERGARTENOGD.7283556,7283556,POINT (16.368627336776676 48.19933466218714),Evangelischer Hort Karlsplatz,Diakonie Bildung gemeinnützige GmbH,"4., Karlsplatz 14",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Hortgruppe 6-10 Jahre,Privat,,1040,,,,,,323,,,,,,,,,Karlsplatz,14,,1000310,,,
KINDERGARTENOGD.7283557,7283557,POINT (16.369512329457645 48.18732515789794),Pfarre St. Elisabeth,St. Nikolausstiftung Erzdiözese Wien,"4., Schönburgstraße 17",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,,1040,,40,,,,,,,,,,,,,Schönburgstraße,17,,1000311,,,
KINDERGARTENOGD.7283558,7283558,POINT (16.365839010080347 48.19518200160542),Pfarre Wieden,St. Nikolausstiftung Erzdiözese Wien,"4., Waaggasse 4",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,1040,,40,,,,,,,,,,25,,15,Waaggasse,4,,1000312,,,
KINDERGARTENOGD.7283559,7283559,POINT (16.352421139054503 48.182095440978884),Pfarre Auferstehung Christi,St. Nikolausstiftung Erzdiözese Wien,"5., Embelgasse 5-7",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 2-6 Jahre",Privat,,1050,,,,,,,,,,,,25,,15,Embelgasse,5-7,,1000313,20,,
KINDERGARTENOGD.7283560,7283560,POINT (16.35688952363066 48.1957882249928),Evangelischer Kindergarten Hamburgerstraße,Diakonie Bildung gemeinnützige GmbH,"5., Hamburgerstraße 3",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergarten 3-6 Jahre,Privat,,1050,,,,,,,,,,,,100,,,Hamburgerstraße,3,,1000315,,,
KINDERGARTENOGD.7283561,7283561,POINT (16.363943303293652 48.18540011818332),Pfarramt St. Florian,St. Nikolausstiftung Erzdiözese Wien,"5., Laurenzgasse 20",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 2-6 Jahre",Privat,,1050,,,,,,,,,,,,25,,15,Laurenzgasse,20,,1000316,40,,
KINDERGARTENOGD.7283562,7283562,POINT (16.34640502334252 48.19099474266098),Kongregation Barmh. Schwestern,Vereinigung katholischer Kindertagesheime,"6., Gumpendorfer Straße 106",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,,1060,,,,,,,,,,,,75,,14,Gumpendorfer Straße,106,,1000317,,,
KINDERGARTENOGD.7283563,7283563,POINT (16.358048456549533 48.20015096680482),Pfarre St. Josef,St. Nikolausstiftung Erzdiözese Wien,"6., Windmühlgasse 3",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre,<br>Familiengruppe 2-6 Jahre,<br>Hortgruppe 6-10 Jahre",Privat,,1060,,20,,,,25,,,,,,25,,15,Windmühlgasse,3,,1000318,20,,
KINDERGARTENOGD.7283564,7283564,POINT (16.3441944765712 48.19060821269159),Evangelischer Kindergarten Gumpendorf,Diakonie Bildung gemeinnützige GmbH,"6., Lutherplatz 1",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kindergarten 3-6 Jahre,<br>Hortgruppe 6-10 Jahre",Privat,,1060,,,,,,171,,,,,,25,,,Lutherplatz,1,,1000319,,,
